GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,EFG_PCT_RANK,BLKA_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,source_player_id,collection_timestamp,PLAYER_ID,PLAYER_NAME
Assisted By,,34,34,1.0,14,14,1.0,1.206,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1629751,2025-08-10T09:40:51.205341,1626143.0,"Okafor, Jahlil"
Assisted By,,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,13.0,1.0,11.0,11.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1629751,2025-08-10T09:40:51.205341,1631131.0,"Tshiebwe, Oscar"
Assisted By,,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,13.0,1.0,11.0,11.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1629751,2025-08-10T09:40:51.205341,1641716.0,"Walker, Jarace"
Overall,2024-25,31,61,0.508,16,30,0.533,0.639,2,0.4,0.6,0.875,0.125,0.645,0.355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (5ft),Less Than 5 ft.,13,19,0.684,0,0,0.0,0.684,1,0.462,0.538,0.0,0.0,0.462,0.538,1.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,1.0,2.0,3.0,2.0,3.0,2.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (5ft),5-9 ft.,2,9,0.222,0,0,0.0,0.222,1,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,8.0,2.0,1.0,3.0,2.0,4.0,1.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (5ft),10-14 ft.,0,3,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (5ft),15-19 ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (5ft),20-24 ft.,7,12,0.583,7,12,0.583,0.875,0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (5ft),25-29 ft.,9,18,0.5,9,18,0.5,0.75,0,0.0,0.0,0.778,0.222,0.778,0.222,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (5ft),30-34 ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (5ft),35-39 ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (5ft),40+ ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (8ft),Less Than 8 ft.,15,25,0.6,0,0,0.0,0.6,2,0.4,0.6,0.0,0.0,0.4,0.6,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (8ft),8-16 ft.,0,6,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (8ft),16-24 ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (8ft),24+ ft.,16,30,0.533,16,30,0.533,0.8,0,0.0,0.0,0.875,0.125,0.875,0.125,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1630696,2025-08-10T09:40:58.635766,,
Shot Distance (8ft),Back Court Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1630696,2025-08-10T09:40:58.635766,,
Shot Area,Restricted Area,10,14,0.714,0,0,0.0,0.714,0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,1630696,2025-08-10T09:40:58.635766,,
Shot Area,In The Paint (Non-RA),5,15,0.333,0,0,0.0,0.333,2,0.2,0.8,0.0,0.0,0.2,0.8,3.0,2.0,5.0,4.0,4.0,4.0,5.0,7.0,2.0,1.0,4.0,2.0,5.0,1.0,1630696,2025-08-10T09:40:58.635766,,
Shot Area,Mid-Range,0,2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,1.0,3.0,3.0,4.0,2.0,6.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Area,Left Corner 3,4,7,0.571,4,7,0.571,0.857,0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Area,Right Corner 3,3,4,0.75,3,4,0.75,1.125,0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Area,Above the Break 3,9,19,0.474,9,19,0.474,0.711,0,0.0,0.0,0.778,0.222,0.778,0.222,2.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1630696,2025-08-10T09:40:58.635766,,
Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,4.0,4.0,4.0,6.0,1.0,3.0,3.0,4.0,2.0,6.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Assisted Shot,Assisted,20,20,1.0,14,14,1.0,1.35,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1630696,2025-08-10T09:40:58.635766,,
Assisted Shot,Unassisted,11,11,1.0,2,2,1.0,1.091,0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Summary,Alley Oop,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630696,2025-08-10T09:40:58.635766,,
Shot Type Summary,Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630696,2025-08-10T09:40:58.635766,,
Shot Type Summary,Dunk,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630696,2025-08-10T09:40:58.635766,,
Shot Type Summary,Fadeaway,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630696,2025-08-10T09:40:58.635766,,
Shot Type Summary,Finger Roll,3,3,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1630696,2025-08-10T09:40:58.635766,,
Shot Type Summary,Hook Shot,1,3,0.333,0,0,0.0,0.333,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1630696,2025-08-10T09:40:58.635766,,
Shot Type Summary,Jump Shot,17,39,0.436,16,30,0.533,0.641,0,0.0,1.0,0.875,0.125,0.824,0.176,,,,,,,,,,,,,,,1630696,2025-08-10T09:40:58.635766,,
Shot Type Summary,Layup,13,19,0.684,0,0,0.0,0.684,2,0.385,0.615,0.0,0.0,0.385,0.615,,,,,,,,,,,,,,,1630696,2025-08-10T09:40:58.635766,,
Shot Type Summary,Tip Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Alley Oop Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Alley Oop Layup shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Cutting Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Cutting Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Cutting Layup Shot,3,3,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Driving Bank Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Driving Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Driving Finger Roll Layup Shot,3,3,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,4.0,3.0,8.0,1.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Driving Floating Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Driving Floating Jump Shot,1,6,0.167,0,0,0.0,0.167,0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,10.0,5.0,5.0,5.0,10.0,1.0,5.0,1.0,4.0,3.0,8.0,1.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Driving Hook Shot,0,2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Driving Layup Shot,6,10,0.6,0,0,0.0,0.6,2,0.167,0.833,0.0,0.0,0.167,0.833,2.0,2.0,5.0,5.0,5.0,5.0,6.0,42.0,4.0,3.0,4.0,3.0,7.0,4.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Driving Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Fadeaway Jump Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Floating Jump shot,0,2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Hook Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Hook Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,11.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Jump Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Jump Shot,12,21,0.571,12,21,0.571,0.857,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,2.0,5.0,1.0,5.0,4.0,1.0,3.0,1.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Pullup Jump shot,1,3,0.333,1,3,0.333,0.5,0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,5.0,9.0,3.0,3.0,4.0,8.0,1.0,5.0,4.0,4.0,1.0,8.0,1.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Putback Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Putback Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Running Alley Oop Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Running Alley Oop Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Running Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Running Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Running Jump Shot,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,11.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Running Layup Shot,1,2,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,7.0,5.0,5.0,5.0,8.0,1.0,1.0,4.0,4.0,3.0,1.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Running Pull-Up Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Running Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Step Back Jump shot,2,5,0.4,2,5,0.4,0.6,0,0.0,0.0,0.5,0.5,0.5,0.5,5.0,4.0,8.0,2.0,2.0,3.0,6.0,1.0,5.0,4.0,3.0,2.0,6.0,5.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Tip Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Tip Layup Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Turnaround Bank Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Turnaround Bank shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Turnaround Fadeaway shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Turnaround Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Shot Type Detail,Turnaround Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,11.0,5.0,5.0,5.0,11.0,1.0,5.0,4.0,4.0,3.0,8.0,6.0,1630696,2025-08-10T09:40:58.635766,,
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,1628389.0,"Adebayo, Bam"
Assisted By,,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,202692.0,"Burks, Alec"
Assisted By,,5,5,1.0,3,3,1.0,1.3,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,202710.0,"Butler III, Jimmy"
Assisted By,,5,5,1.0,4,4,1.0,1.4,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,1629639.0,"Herro, Tyler"
Assisted By,,2,2,1.0,2,2,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,1631107.0,"Jović, Nikola"
Assisted By,,3,3,1.0,2,2,1.0,1.333,0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,1641796.0,"Larsson, Pelle"
Assisted By,,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,201567.0,"Love, Kevin"
Assisted By,,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,1629130.0,"Robinson, Duncan"
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1630696,2025-08-10T09:40:58.635766,1626179.0,"Rozier, Terry"
Overall,2024-25,201,493,0.408,84,232,0.362,0.493,37,0.282,0.718,0.69,0.31,0.453,0.547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (5ft),Less Than 5 ft.,40,76,0.526,0,0,0.0,0.526,14,0.2,0.8,0.0,0.0,0.2,0.8,3.0,3.0,1.0,4.0,5.0,4.0,3.0,9.0,4.0,2.0,4.0,3.0,6.0,2.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (5ft),5-9 ft.,42,107,0.393,0,0,0.0,0.393,11,0.405,0.595,0.0,0.0,0.405,0.595,2.0,2.0,6.0,4.0,5.0,4.0,7.0,8.0,2.0,4.0,4.0,3.0,5.0,3.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (5ft),10-14 ft.,25,55,0.455,0,0,0.0,0.455,7,0.12,0.88,0.0,0.0,0.12,0.88,5.0,5.0,3.0,4.0,5.0,4.0,5.0,7.0,5.0,1.0,4.0,3.0,7.0,1.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (5ft),15-19 ft.,7,16,0.438,0,0,0.0,0.438,1,0.571,0.429,0.0,0.0,0.571,0.429,6.0,6.0,5.0,4.0,5.0,4.0,6.0,5.0,1.0,5.0,4.0,3.0,4.0,4.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (5ft),20-24 ft.,31,69,0.449,28,62,0.452,0.652,0,0.333,0.667,0.75,0.25,0.71,0.29,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,6.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (5ft),25-29 ft.,55,163,0.337,55,163,0.337,0.506,4,0.0,0.0,0.655,0.345,0.655,0.345,1.0,1.0,7.0,1.0,1.0,3.0,4.0,6.0,6.0,6.0,3.0,1.0,3.0,5.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (5ft),30-34 ft.,1,2,0.5,1,2,0.5,0.75,0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,8.0,2.0,3.0,4.0,1.0,1.0,1.0,6.0,6.0,1.0,3.0,1.0,7.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (5ft),35-39 ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,8.0,4.0,5.0,4.0,8.0,1.0,6.0,6.0,4.0,3.0,8.0,7.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (5ft),40+ ft.,0,5,0.0,0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,4.0,3.0,4.0,8.0,1.0,6.0,6.0,4.0,3.0,8.0,7.0,203903,2025-08-10T09:41:08.078721,,
Shot Distance (8ft),Less Than 8 ft.,64,142,0.451,0,0,0.0,0.451,21,0.281,0.719,0.0,0.0,0.281,0.719,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,203903,2025-08-10T09:41:08.078721,,
