SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,league_id,league_name,season_type,season_type_name
22023,1611661330,ATL,Atlanta Dream,1022300021,2023-05-30,ATL vs. CHI,W,200,83,30,70,0.429,5,13,0.385,18,24,0.75,6,35,41,15,8,8,9,10,18.0,10,WNBA,Regular Season,Regular
22023,1611661325,IND,Indiana Fever,1022300018,2023-05-28,IND @ ATL,W,200,90,35,76,0.461,11,29,0.379,9,12,0.75,12,31,43,20,7,2,12,23,3.0,10,WNBA,Regular Season,Regular
22023,1611661329,CHI,Chicago Sky,1022300019,2023-05-28,CHI vs. DAL,W,200,94,34,75,0.453,6,19,0.316,20,25,0.8,15,29,44,24,6,4,16,17,6.0,10,WNBA,Regular Season,Regular
22023,1611661324,MIN,Minnesota Lynx,1022300020,2023-05-28,MIN @ LVA,L,200,73,26,71,0.366,7,21,0.333,14,17,0.824,8,32,40,16,4,2,13,18,-21.4,10,WNBA,Regular Season,Regular
22023,1611661330,ATL,Atlanta Dream,1022300018,2023-05-28,ATL vs. IND,L,200,87,25,65,0.385,8,20,0.4,29,34,0.853,7,22,29,16,2,4,11,18,-3.0,10,WNBA,Regular Season,Regular
22023,1611661321,DAL,Dallas Wings,1022300019,2023-05-28,DAL @ CHI,L,198,88,32,79,0.405,9,29,0.31,15,17,0.882,9,23,32,16,8,3,10,20,-6.0,10,WNBA,Regular Season,Regular
22023,1611661319,LVA,Las Vegas Aces,1022300020,2023-05-28,LVA vs. MIN,W,198,94,32,72,0.444,14,39,0.359,16,17,0.941,4,32,36,25,9,7,10,20,21.6,10,WNBA,Regular Season,Regular
22023,1611661323,CON,Connecticut Sun,1022300016,2023-05-27,CON @ NYL,L,199,65,22,63,0.349,8,23,0.348,13,16,0.813,10,23,33,13,8,4,14,15,-16.0,10,WNBA,Regular Season,Regular
22023,1611661313,NYL,New York Liberty,1022300016,2023-05-27,NYL vs. CON,W,198,81,32,68,0.471,9,22,0.409,8,13,0.615,11,28,39,25,10,5,13,17,16.0,10,WNBA,Regular Season,Regular
22023,1611661319,LVA,Las Vegas Aces,1022300017,2023-05-27,LVA vs. LAS,W,200,93,37,80,0.463,9,32,0.281,10,12,0.833,9,29,38,25,16,8,9,16,28.0,10,WNBA,Regular Season,Regular
22023,1611661320,LAS,Los Angeles Sparks,1022300017,2023-05-27,LAS @ LVA,L,201,65,25,68,0.368,8,22,0.364,7,9,0.778,6,27,33,18,2,3,19,15,-28.0,10,WNBA,Regular Season,Regular
22023,1611661329,CHI,Chicago Sky,1022300014,2023-05-26,CHI vs. WAS,L,200,69,27,61,0.443,6,21,0.286,9,13,0.692,3,29,32,20,5,6,21,19,-2.0,10,WNBA,Regular Season,Regular
22023,1611661322,WAS,Washington Mystics,1022300014,2023-05-26,WAS @ CHI,W,199,71,24,66,0.364,7,17,0.412,16,20,0.8,7,26,33,19,10,4,15,14,2.0,10,WNBA,Regular Season,Regular
22023,1611661328,SEA,Seattle Storm,1022300015,2023-05-26,SEA vs. DAL,L,199,91,31,72,0.431,10,26,0.385,19,20,0.95,9,25,34,14,7,7,13,18,-4.0,10,WNBA,Regular Season,Regular
22023,1611661321,DAL,Dallas Wings,1022300015,2023-05-26,DAL @ SEA,W,199,95,37,74,0.5,8,22,0.364,13,13,1.0,8,24,32,19,6,6,13,17,4.0,10,WNBA,Regular Season,Regular
22023,1611661317,PHO,Phoenix Mercury,1022300013,2023-05-25,PHO vs. MIN,W,201,90,28,57,0.491,13,28,0.464,21,23,0.913,6,27,33,23,5,5,18,25,9.0,10,WNBA,Regular Season,Regular
22023,1611661324,MIN,Minnesota Lynx,1022300013,2023-05-25,MIN @ PHO,L,199,81,28,70,0.4,3,18,0.167,22,25,0.88,6,19,25,17,8,2,11,22,-9.0,10,WNBA,Regular Season,Regular
22023,1611661319,LVA,Las Vegas Aces,1022300012,2023-05-25,LVA @ LAS,W,199,94,31,59,0.525,10,23,0.435,22,28,0.786,5,32,37,18,8,6,20,16,9.0,10,WNBA,Regular Season,Regular
22023,1611661320,LAS,Los Angeles Sparks,1022300012,2023-05-25,LAS vs. LVA,L,200,85,32,76,0.421,7,19,0.368,14,20,0.7,6,24,30,23,16,4,11,22,-9.0,10,WNBA,Regular Season,Regular
22023,1611661323,CON,Connecticut Sun,1022300010,2023-05-23,CON @ WAS,W,201,88,29,61,0.475,8,22,0.364,22,30,0.733,6,24,30,21,9,4,13,21,7.0,10,WNBA,Regular Season,Regular
