gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,source_game_id,collection_timestamp,endpoint,estimatedTeamTurnoverPercentage
2022200075,1612709890,Austin,Spurs,AUS,spurs,1629818.0,Jordan,Murphy,J. Murphy,jordan-murphy,,,,22:56,103.8,103.8,96.3,96.3,7.5,7.5,0.111,1.0,16.7,0.045,0.321,0.2,16.7,0.667,0.683,0.175,0.175,110.93,110.93,92.44,52.0,0.162,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709890,Austin,Spurs,AUS,spurs,1631479.0,Adrian,Delph,A. Delph,adrian-delph,,,,11:28,103.6,103.6,85.2,85.2,18.4,18.4,0.0,0.0,0.0,0.0,0.231,0.13,20.0,0.75,0.75,0.161,0.161,115.12,115.12,95.93,28.0,0.093,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709890,Austin,Spurs,AUS,spurs,1631286.0,Jalen,Adaway,J. Adaway,jalen-adaway,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709890,Austin,Spurs,AUS,spurs,1628993.0,Alize,Johnson,A. Johnson,alize-johnson,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,1631389.0,Davion,Warren,D. Warren,davion-warren,F,,,23:23,120.4,120.4,132.0,132.0,-11.6,-11.6,0.0,0.0,0.0,0.043,0.091,0.067,6.3,0.455,0.644,0.281,0.281,101.61,101.61,84.68,49.0,0.071,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,1630707.0,Malik,Ellison,M. Ellison,malik-ellison,F,,,30:33,108.1,108.1,101.6,101.6,6.5,6.5,0.059,0.0,14.3,0.118,0.103,0.111,0.0,0.833,0.799,0.082,0.082,98.19,98.19,81.83,62.0,0.122,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,1629735.0,Chris,Silva,C. Silva,chris-silva,C,,,22:18,97.8,97.8,115.2,115.2,-17.4,-17.4,0.0,0.0,0.0,0.0,0.1,0.048,37.5,0.5,0.904,0.16,0.16,97.94,97.94,81.61,45.0,0.039,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,204038.0,Langston,Galloway,L. Galloway,langston-galloway,G,,,29:40,101.6,101.6,129.2,129.2,-27.6,-27.6,0.25,4.0,20.0,0.057,0.0,0.034,5.0,0.429,0.538,0.229,0.229,102.74,102.74,85.62,62.0,0.103,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,1627760.0,Cat,Barber,C. Barber,cat-barber,G,,,28:38,104.9,104.9,122.6,122.6,-17.7,-17.7,0.105,0.67,13.3,0.029,0.148,0.082,20.0,0.222,0.318,0.188,0.188,103.1,103.1,85.91,61.0,-0.004,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,1629633.0,Jarrett,Culver,J. Culver,jarrett-culver,,,,30:31,105.8,105.8,94.3,94.3,11.5,11.5,0.105,0.5,9.5,0.056,0.242,0.145,19.0,0.538,0.648,0.241,0.241,109.32,109.32,91.1,69.0,0.16,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,1629717.0,Armoni,Brooks,A. Brooks,armoni-brooks,,,,30:31,107.9,107.9,103.1,103.1,4.8,4.8,0.278,0.0,21.7,0.03,0.172,0.097,0.0,0.471,0.503,0.25,0.25,99.88,99.88,83.23,63.0,0.156,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,1630793.0,Giorgi,Bezhanishvili,G. Bezhanishvili,giorgi-bezhanishvili,,,,23:25,100.0,100.0,103.8,103.8,-3.8,-3.8,0.176,0.0,30.0,0.032,0.208,0.109,0.0,0.429,0.429,0.115,0.115,107.62,107.62,89.69,52.0,0.096,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,1630623.0,Tyson,Etienne,T. Etienne,tyson-etienne,,,,21:01,100.0,100.0,90.9,90.9,9.1,9.1,0.143,1.0,14.3,0.0,0.182,0.091,14.3,0.389,0.477,0.231,0.231,101.63,101.63,84.69,45.0,0.037,2022200075,2025-08-10T09:49:32.357898,BoxScoreAdvancedV3,
2022200075,1612709929,College Park,Skyhawks,CPS,skyhawks,,,,,,,,,240:00,535.0,107.0,558.8,111.8,-23.8,-4.8,0.514,1.36,14.2,0.278,0.761,0.5,14.0,0.46,0.558,1.0,1.0,20.2,101.0,84.17,100.0,0.453,2022200075,2025-08-10T09:49:32.364265,BoxScoreAdvancedV3,14.0
2022200075,1612709890,Austin,Spurs,AUS,spurs,,,,,,,,,240:00,558.8,111.8,535.0,107.0,23.8,4.8,0.644,1.93,20.4,0.239,0.722,0.5,14.7,0.573,0.607,1.0,0.956,20.2,101.0,84.17,102.0,0.547,2022200075,2025-08-10T09:49:32.364265,BoxScoreAdvancedV3,14.706
1022001035,1611661313,New York,Liberty,NYL,liberty,1630127.0,Leaonna,Odom,L. Odom,leaonna-odom,F,,,27:20,103.8,103.8,86.8,86.8,17.1,17.1,0.083,0.0,12.5,0.136,0.033,0.077,0.0,0.583,0.654,0.123,0.123,92.2,92.2,76.83,52.0,0.082,1022001035,2025-08-10T09:49:57.494420,BoxScoreAdvancedV3,
1022001035,1611661313,New York,Liberty,NYL,liberty,204329.0,Kiah,Stokes,K. Stokes,kiah-stokes,F,,,32:46,106.3,106.3,90.5,90.5,15.8,15.8,0.053,0.25,11.1,0.038,0.086,0.066,44.4,0.375,0.375,0.116,0.116,93.02,93.02,77.52,64.0,-0.029,1022001035,2025-08-10T09:49:57.494420,BoxScoreAdvancedV3,
1022001035,1611661313,New York,Liberty,NYL,liberty,204320.0,Amanda,Zahui B,A. Zahui B,amanda-zahui-b,C,,,33:59,91.0,91.0,92.4,92.4,-1.4,-1.4,0.25,3.0,20.0,0.0,0.4,0.222,6.7,0.7,0.643,0.164,0.164,93.93,93.93,78.27,67.0,0.294,1022001035,2025-08-10T09:49:57.494420,BoxScoreAdvancedV3,
1022001035,1611661313,New York,Liberty,NYL,liberty,1628915.0,Kia,Nurse,K. Nurse,kia-nurse,G,,,28:45,91.4,91.4,84.2,84.2,7.2,7.2,0.182,0.67,10.0,0.045,0.032,0.038,15.0,0.455,0.585,0.29,0.29,96.0,96.0,80.0,58.0,0.128,1022001035,2025-08-10T09:49:57.494420,BoxScoreAdvancedV3,
1022001035,1611661313,New York,Liberty,NYL,liberty,203406.0,Layshia,Clarendon,L. Clarendon,layshia-clarendon,G,,,31:51,106.3,106.3,87.1,87.1,19.3,19.3,0.375,0.86,30.0,0.0,0.125,0.067,35.0,1.0,1.0,0.203,0.203,94.19,94.19,78.49,63.0,0.135,1022001035,2025-08-10T09:49:57.494420,BoxScoreAdvancedV3,
1022001035,1611661313,New York,Liberty,NYL,liberty,1630119.0,Jazmine,Jones,J. Jones,jazmine-jones,,,,10:08,61.9,61.9,60.9,60.9,1.0,1.0,0.25,0.5,14.3,0.0,0.444,0.182,28.6,0.25,0.338,0.24,0.24,104.21,104.21,86.84,21.0,0.154,1022001035,2025-08-10T09:49:57.494420,BoxScoreAdvancedV3,
1022001035,1611661313,New York,Liberty,NYL,liberty,1630131.0,Kylee,Shook,K. Shook,kylee-shook,,,,9:03,68.4,68.4,60.0,60.0,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,103.43,103.43,86.19,19.0,-0.353,1022001035,2025-08-10T09:49:57.494420,BoxScoreAdvancedV3,
