GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,player_id,endpoint,dataframe_index,collection_timestamp
Last 1 MIN | +/- 5 PTS,2024-25,16,10,6,0.625,22.7,2,7,0.286,2,5,0.4,4,5,0.8,4,2,6,2,0,0,0,0,1,3,10,23,20.2,2,0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,203932,PlayerDashboardByClutch,8,2025-08-10T12:55:38.914877
Last 30 SEC | +/- 3 PTS,2024-25,16,10,6,0.625,10.18,0,3,0.0,0,1,0.0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,16,4.8,2,0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,203932,PlayerDashboardByClutch,9,2025-08-10T12:55:38.914877
Last 10 SEC | +/- 3 PTS,2024-25,13,8,5,0.615,3.9883333333333333,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,13,1.2,2,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,203932,PlayerDashboardByClutch,10,2025-08-10T12:55:38.914877
Overall,2024-25,62,39,23,0.629,792.2466666666667,117,268,0.437,72,181,0.398,34,41,0.829,13,65,78,83,37,19,11,11,64,49,340,88,611.1,0,0,633.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,0,2025-08-10T12:55:45.912891
Last 5 MIN <= 5 PTS,2024-25,8,1,7,0.125,3.155,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,2,0,0,-14,3.0,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,1,2025-08-10T12:55:45.913891
Last 3 MIN <= 5 PTS,2024-25,7,1,6,0.143,1.505,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,2,0,0,-13,3.0,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,2,2025-08-10T12:55:45.913891
Last 1 MIN <= 5 PTS,2024-25,7,1,6,0.143,1.255,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,2,0,0,-8,3.0,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,3,2025-08-10T12:55:45.913891
Last 30 SEC <= 3 PTS,2024-25,6,1,5,0.167,0.8433333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,-3,3.0,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,4,2025-08-10T12:55:45.914891
Last 10 SEC <= 3 PTS,2024-25,4,1,3,0.25,0.51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,5,2025-08-10T12:55:45.914891
Last 5 MIN | +/- 5 PTS,2024-25,15,8,7,0.533,6.95,0,0,0.0,0,0,0.0,4,5,0.8,0,1,1,0,0,1,0,0,2,4,4,-14,8.2,0,0,7.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,6,2025-08-10T12:55:45.914891
Last 3 MIN | +/- 5 PTS,2024-25,14,8,6,0.571,4.6,0,0,0.0,0,0,0.0,4,5,0.8,0,1,1,0,0,1,0,0,2,4,4,-11,8.2,0,0,7.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,7,2025-08-10T12:55:45.914891
Last 1 MIN | +/- 5 PTS,2024-25,14,8,6,0.571,3.3333333333333335,0,0,0.0,0,0,0.0,4,5,0.8,0,1,1,0,0,1,0,0,2,4,4,-9,8.2,0,0,7.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,8,2025-08-10T12:55:45.915891
Last 30 SEC | +/- 3 PTS,2024-25,12,7,5,0.583,1.53,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,1,0,0,0,1,2,-2,5.0,0,0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,9,2025-08-10T12:55:45.915891
Last 10 SEC | +/- 3 PTS,2024-25,9,6,3,0.667,0.7783333333333333,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByClutch,10,2025-08-10T12:55:45.915891
Overall,2024-25,45,29,16,0.644,1121.6183333333333,192,379,0.507,84,195,0.431,73,80,0.913,37,141,178,54,37,35,17,22,114,77,541,198,954.6,0,0,961.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,0,2025-08-10T12:55:55.564152
Last 5 MIN <= 5 PTS,2024-25,17,9,8,0.529,46.41,2,9,0.222,0,5,0.0,3,3,1.0,1,4,5,1,0,1,0,0,8,3,7,26,17.5,0,0,15.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,1,2025-08-10T12:55:55.564152
Last 3 MIN <= 5 PTS,2024-25,15,7,8,0.467,24.593333333333334,0,4,0.0,0,3,0.0,2,2,1.0,1,2,3,1,0,1,0,0,7,1,2,-4,10.1,0,0,8.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,2,2025-08-10T12:55:55.565152
Last 1 MIN <= 5 PTS,2024-25,12,5,7,0.417,8.143333333333333,0,2,0.0,0,2,0.0,2,2,1.0,0,0,0,1,0,0,0,0,4,1,2,1,3.5,0,0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,3,2025-08-10T12:55:55.565152
Last 30 SEC <= 3 PTS,2024-25,9,4,5,0.444,4.248333333333333,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,1,2,5,2.0,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,4,2025-08-10T12:55:55.565152
Last 10 SEC <= 3 PTS,2024-25,7,3,4,0.429,1.6433333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,5,2025-08-10T12:55:55.565152
Last 5 MIN | +/- 5 PTS,2024-25,20,12,8,0.6,76.01666666666667,5,13,0.385,2,7,0.286,20,21,0.952,1,9,10,2,0,2,0,0,15,13,32,22,53.0,0,0,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,6,2025-08-10T12:55:55.566152
Last 3 MIN | +/- 5 PTS,2024-25,20,12,8,0.6,45.583333333333336,2,6,0.333,2,5,0.4,19,20,0.95,1,7,8,1,0,2,0,0,12,11,25,5,42.1,0,0,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,7,2025-08-10T12:55:55.566152
Last 1 MIN | +/- 5 PTS,2024-25,19,12,7,0.632,16.583333333333332,0,2,0.0,0,2,0.0,17,18,0.944,0,3,3,1,0,0,0,0,7,10,17,20,22.1,0,0,21.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,8,2025-08-10T12:55:55.566152
Last 30 SEC | +/- 3 PTS,2024-25,15,10,5,0.667,6.888333333333334,0,0,0.0,0,0,0.0,13,14,0.929,0,1,1,0,0,0,0,0,4,9,13,27,14.2,0,0,14.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,9,2025-08-10T12:55:55.566152
Last 10 SEC | +/- 3 PTS,2024-25,12,8,4,0.667,2.4466666666666668,0,0,0.0,0,0,0.0,4,5,0.8,0,0,0,0,0,0,0,0,2,3,4,9,4.0,0,0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByClutch,10,2025-08-10T12:55:55.567154
Overall,2024-25,76,62,14,0.816,1743.9,355,728,0.488,130,339,0.383,74,89,0.831,81,214,295,134,69,60,18,39,101,68,914,514,1634.0,2,0,1629.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,0,2025-08-10T12:56:00.821359
Last 5 MIN <= 5 PTS,2024-25,5,1,4,0.2,7.711666666666667,2,5,0.4,1,3,0.333,2,2,1.0,0,0,0,0,0,0,0,0,0,1,7,2,7.0,0,0,8.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,1,2025-08-10T12:56:00.821359
Last 3 MIN <= 5 PTS,2024-25,4,0,4,0.0,3.2283333333333335,0,2,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,0,0,0,0,1,2,-3,2.0,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,2,2025-08-10T12:56:00.821359
Last 1 MIN <= 5 PTS,2024-25,3,0,3,0.0,1.2283333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-6,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,3,2025-08-10T12:56:00.821359
Last 30 SEC <= 3 PTS,2024-25,2,0,2,0.0,0.49166666666666664,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,4,2025-08-10T12:56:00.821359
Last 10 SEC <= 3 PTS,2024-25,2,0,2,0.0,0.285,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,5,2025-08-10T12:56:00.821359
Last 5 MIN | +/- 5 PTS,2024-25,8,4,4,0.5,17.941666666666666,4,9,0.444,3,7,0.429,3,3,1.0,0,0,0,1,0,0,0,0,0,2,14,15,15.5,0,0,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,6,2025-08-10T12:56:00.821359
Last 3 MIN | +/- 5 PTS,2024-25,6,2,4,0.333,9.358333333333333,1,4,0.25,1,3,0.333,2,2,1.0,0,0,0,0,0,0,0,0,0,1,5,3,5.0,0,0,6.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,7,2025-08-10T12:56:00.821359
Last 1 MIN | +/- 5 PTS,2024-25,5,2,3,0.4,3.825,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-6,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,8,2025-08-10T12:56:00.821359
Last 30 SEC | +/- 3 PTS,2024-25,3,1,2,0.333,0.945,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,9,2025-08-10T12:56:00.821359
Last 10 SEC | +/- 3 PTS,2024-25,2,0,2,0.0,0.285,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByClutch,10,2025-08-10T12:56:00.821359
Overall,2024,5,2,3,0.4,126.20166666666667,29,68,0.426,18,45,0.4,4,6,0.667,3,10,13,7,3,3,0,2,9,8,80,-20,112.1,0,0,124.0,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1641745,PlayerDashboardByClutch,0,2025-08-10T12:56:11.135305
Overall,2024-25,38,35,3,0.921,231.29833333333335,35,116,0.302,22,83,0.265,3,4,0.75,9,25,34,17,5,9,3,2,18,5,96,46,193.3,0,0,193.0,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1641745,PlayerDashboardByClutch,0,2025-08-10T12:56:11.135305
Last 5 MIN | +/- 5 PTS,2024,1,1,0,1.0,2.76,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,8,3.0,0,0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1641745,PlayerDashboardByClutch,6,2025-08-10T12:56:11.136296
Last 3 MIN | +/- 5 PTS,2024,1,1,0,1.0,1.3766666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1641745,PlayerDashboardByClutch,7,2025-08-10T12:56:11.136296
Last 1 MIN | +/- 5 PTS,2024,1,1,0,1.0,0.9433333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1641745,PlayerDashboardByClutch,8,2025-08-10T12:56:11.136296
Last 30 SEC | +/- 3 PTS,2024,1,1,0,1.0,0.4716666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1641745,PlayerDashboardByClutch,9,2025-08-10T12:56:11.136296
Last 10 SEC | +/- 3 PTS,2024,1,1,0,1.0,0.07166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1641745,PlayerDashboardByClutch,10,2025-08-10T12:56:11.136296
Overall,2024,4,2,2,0.5,100.355,23,37,0.622,0,2,0.0,14,16,0.875,15,20,35,3,11,7,4,2,18,10,60,18,128.5,1,0,120.0,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,0,2025-08-10T12:56:17.914389
Overall,2024-25,15,5,10,0.333,320.8616666666667,79,149,0.53,5,12,0.417,15,20,0.75,56,60,116,19,22,7,14,17,34,31,186,-45,394.7,6,0,368.0,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1641766,PlayerDashboardByClutch,0,2025-08-10T12:56:17.914389
Last 5 MIN <= 5 PTS,2024,2,1,1,0.5,2.675,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,1,1,0,0,4,0.2,0,0,1.0,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,1,2025-08-10T12:56:17.914389
Last 5 MIN <= 5 PTS,2024-25,4,1,3,0.25,6.85,0,2,0.0,0,1,0.0,0,0,0.0,2,3,5,0,1,0,0,0,1,0,0,-2,5.0,3,0,5.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,1,2025-08-10T12:56:17.914389
Last 3 MIN <= 5 PTS,2024,2,1,1,0.5,1.6416666666666666,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,3,0.0,0,0,0.0,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,2,2025-08-10T12:56:17.914389
Last 3 MIN <= 5 PTS,2024-25,4,1,3,0.25,6.566666666666666,0,2,0.0,0,1,0.0,0,0,0.0,2,3,5,0,1,0,0,0,1,0,0,-4,5.0,3,0,5.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,2,2025-08-10T12:56:17.914389
Last 1 MIN <= 5 PTS,2024,1,1,0,1.0,0.5916666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,0,0.0,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,3,2025-08-10T12:56:17.914389
Last 1 MIN <= 5 PTS,2024-25,4,1,3,0.25,5.7,0,2,0.0,0,1,0.0,0,0,0.0,2,3,5,0,1,0,0,0,1,0,0,-6,5.0,3,0,5.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,3,2025-08-10T12:56:17.914389
Last 30 SEC <= 3 PTS,2024,1,1,0,1.0,0.5916666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,0,0.0,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,4,2025-08-10T12:56:17.914389
Last 30 SEC <= 3 PTS,2024-25,3,0,3,0.0,4.476666666666667,0,2,0.0,0,1,0.0,0,0,0.0,2,1,3,0,1,0,0,0,1,0,0,-10,2.6,2,0,3.0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,4,2025-08-10T12:56:17.914389
Last 10 SEC <= 3 PTS,2024,1,1,0,1.0,0.5916666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,0,0.0,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,5,2025-08-10T12:56:17.914389
Last 10 SEC <= 3 PTS,2024-25,3,0,3,0.0,4.301666666666667,0,2,0.0,0,1,0.0,0,0,0.0,2,1,3,0,1,0,0,0,0,0,0,-9,2.6,2,0,3.0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,5,2025-08-10T12:56:17.914389
Last 5 MIN | +/- 5 PTS,2024,3,2,1,0.667,8.815,0,2,0.0,0,0,0.0,2,2,1.0,1,2,3,0,1,1,1,1,1,1,2,8,10.6,1,0,9.0,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,6,2025-08-10T12:56:17.914389
Last 5 MIN | +/- 5 PTS,2024-25,5,2,3,0.4,17.283333333333335,4,7,0.571,0,1,0.0,0,0,0.0,4,4,8,1,2,1,2,0,4,0,8,0,26.1,3,0,23.0,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,6,2025-08-10T12:56:17.914389
Last 3 MIN | +/- 5 PTS,2024,3,2,1,0.667,5.831666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,1,0,0,6,1.2,1,0,1.0,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,7,2025-08-10T12:56:17.925387
Last 3 MIN | +/- 5 PTS,2024-25,5,2,3,0.4,15.066666666666666,3,6,0.5,0,1,0.0,0,0,0.0,3,3,6,1,1,1,2,0,4,0,6,-7,22.7,3,0,19.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,7,2025-08-10T12:56:17.925387
Last 1 MIN | +/- 5 PTS,2024,1,1,0,1.0,2.365,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,8,1.2,0,0,1.0,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,8,2025-08-10T12:56:17.925387
Last 1 MIN | +/- 5 PTS,2024-25,4,1,3,0.25,8.366666666666667,0,3,0.0,0,1,0.0,0,0,0.0,3,3,6,0,1,1,1,0,2,0,0,-12,12.2,3,0,10.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,8,2025-08-10T12:56:17.925387
Last 30 SEC | +/- 3 PTS,2024,1,1,0,1.0,1.9583333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,6,1.2,0,0,1.0,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,9,2025-08-10T12:56:17.925387
Last 30 SEC | +/- 3 PTS,2024-25,4,1,3,0.25,6.066666666666666,0,2,0.0,0,1,0.0,0,0,0.0,2,1,3,0,1,1,1,0,2,0,0,-14,8.6,3,0,7.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,9,2025-08-10T12:56:17.925387
Last 10 SEC | +/- 3 PTS,2024,1,1,0,1.0,1.9583333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,6,1.2,0,0,1.0,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1641766,PlayerDashboardByClutch,10,2025-08-10T12:56:17.925387
Last 10 SEC | +/- 3 PTS,2024-25,4,1,3,0.25,4.88,0,2,0.0,0,1,0.0,0,0,0.0,2,1,3,0,1,0,1,0,1,0,0,-13,5.6,3,0,5.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1641766,PlayerDashboardByClutch,10,2025-08-10T12:56:17.925387
