GAME_ID,HUSTLE_STATUS,game_id,game_date,endpoint,dataframe_index,collection_timestamp,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MINUTES,PTS,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,BOX_OUTS,TEAM_NAME
0022401197,,0022401197,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:45:47.134522,1610612759.0,SAS,San Antonio,1629640.0,Keldon Johnson,,,27:12,23.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
0022401197,,0022401197,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:45:47.134522,1610612759.0,SAS,San Antonio,1631103.0,Malaki Branham,,,16:44,11.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
0022401197,,0022401197,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:45:47.134522,1610612759.0,SAS,San Antonio,1631104.0,Blake Wesley,,,19:31,8.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0022401197,,0022401197,2025-04-13,HustleStatsBoxScore,2,2025-08-10T12:45:47.135522,1610612761.0,TOR,Toronto,,,,,238.0:00,118.0,38.0,23.0,15.0,12.0,0.0,3.0,8.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,4.0,Raptors
0022401197,,0022401197,2025-04-13,HustleStatsBoxScore,2,2025-08-10T12:45:47.135522,1610612759.0,SAS,San Antonio,,,,,237.0:00,123.0,44.0,31.0,13.0,15.0,0.0,5.0,11.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,Spurs
0022401200,1.0,0022401200,2025-04-13,HustleStatsBoxScore,0,2025-08-10T12:46:06.604551,,,,,,,,,,,,,,,,,,,,,,,,,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,1628960.0,Grayson Allen,F,,27:42,20.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,1642346.0,Ryan Dunn,F,,29:46,12.0,6.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,203486.0,Mason Plumlee,C,,21:59,4.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,1631221.0,Collin Gillespie,G,,28:13,12.0,3.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,1626145.0,Tyus Jones,G,,25:55,17.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,1642345.0,Oso Ighodaro,,,26:01,10.0,2.0,1.0,1.0,2.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,1626220.0,Royce O'Neale,,,21:05,5.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,1628998.0,Cody Martin,,,12:25,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,1628420.0,Monté Morris,,,21:02,8.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0022401200,,0022401200,2025-04-13,HustleStatsBoxScore,1,2025-08-10T12:46:06.604551,1610612756.0,PHX,Phoenix,1631102.0,TyTy Washington Jr.,,,12:59,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
