GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,EFG_PCT_RANK,BLKA_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,player_id,endpoint,dataframe_index,collection_timestamp,PLAYER_ID,PLAYER_NAME
Shot Distance (5ft),25-29 ft.,42,107,0.393,42,107,0.393,0.589,3,0.0,0.0,0.976,0.024,0.976,0.024,2.0,2.0,6.0,1.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,2.0,1.0,6.0,1630174,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:51.290252,,
Shot Distance (5ft),30-34 ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,3.0,3.0,7.0,1.0,5.0,5.0,3.0,3.0,7.0,7.0,1630174,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:51.290252,,
Shot Distance (5ft),35-39 ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,3.0,3.0,7.0,1.0,5.0,5.0,3.0,3.0,7.0,7.0,1630174,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:51.290252,,
Shot Distance (5ft),40+ ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,3.0,3.0,7.0,1.0,5.0,5.0,3.0,3.0,7.0,7.0,1630174,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:51.290252,,
Shot Distance (8ft),Less Than 8 ft.,86,134,0.642,0,0,0.0,0.642,18,0.767,0.233,0.0,0.0,0.767,0.233,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,1630174,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:51.290252,,
Shot Distance (8ft),8-16 ft.,19,40,0.475,0,0,0.0,0.475,1,0.737,0.263,0.0,0.0,0.737,0.263,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1630174,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:51.290252,,
Shot Distance (8ft),16-24 ft.,3,10,0.3,0,0,0.0,0.3,0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1630174,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:51.290252,,
Shot Distance (8ft),24+ ft.,84,195,0.431,84,195,0.431,0.646,3,0.0,0.0,0.964,0.036,0.964,0.036,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,1630174,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:51.290252,,
Shot Distance (8ft),Back Court Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,1.0,4.0,3.0,2.0,2.0,5.0,4.0,1630174,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:51.290252,,
Shot Area,Restricted Area,68,100,0.68,0,0,0.0,0.68,11,0.75,0.25,0.0,0.0,0.75,0.25,1.0,2.0,1.0,4.0,4.0,4.0,2.0,7.0,2.0,2.0,4.0,3.0,5.0,2.0,1630174,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:51.290252,,
Shot Area,In The Paint (Non-RA),25,51,0.49,0,0,0.0,0.49,8,0.84,0.16,0.0,0.0,0.84,0.16,3.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,1.0,3.0,4.0,3.0,4.0,3.0,1630174,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:51.290252,,
Shot Area,Mid-Range,15,33,0.455,0,0,0.0,0.455,0,0.733,0.267,0.0,0.0,0.733,0.267,6.0,6.0,4.0,4.0,4.0,4.0,6.0,1.0,3.0,1.0,4.0,3.0,6.0,1.0,1630174,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:51.290252,,
Shot Area,Left Corner 3,16,36,0.444,16,36,0.444,0.667,0,0.0,0.0,0.875,0.125,0.875,0.125,5.0,5.0,5.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,1630174,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:51.290252,,
Shot Area,Right Corner 3,23,42,0.548,23,42,0.548,0.821,0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,6.0,1630174,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:51.290252,,
Shot Area,Above the Break 3,45,117,0.385,45,117,0.385,0.577,3,0.0,0.0,0.978,0.022,0.978,0.022,2.0,1.0,6.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,1630174,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:51.290252,,
Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,4.0,7.0,1.0,4.0,4.0,4.0,3.0,7.0,6.0,1630174,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:51.290252,,
Assisted Shot,Assisted,164,164,1.0,81,81,1.0,1.247,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1630174,PlayerDashboardByShootingSplits,4,2025-08-10T12:52:51.290252,,
Assisted Shot,Unassisted,28,28,1.0,3,3,1.0,1.054,0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1630174,PlayerDashboardByShootingSplits,4,2025-08-10T12:52:51.290252,,
Shot Type Summary,Alley Oop,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630174,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:51.291252,,
Shot Type Summary,Bank Shot,6,8,0.75,0,0,0.0,0.75,0,0.833,0.167,0.0,0.0,0.833,0.167,,,,,,,,,,,,,,,1630174,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:51.291252,,
Shot Type Summary,Dunk,11,16,0.688,0,0,0.0,0.688,1,0.727,0.273,0.0,0.0,0.727,0.273,,,,,,,,,,,,,,,1630174,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:51.291252,,
Shot Type Summary,Fadeaway,4,8,0.5,0,0,0.0,0.5,0,0.5,0.5,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,1630174,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:51.291252,,
Shot Type Summary,Finger Roll,12,17,0.706,0,0,0.0,0.706,1,0.833,0.167,0.0,0.0,0.833,0.167,,,,,,,,,,,,,,,1630174,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:51.291252,,
Shot Type Summary,Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630174,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:51.291252,,
Shot Type Summary,Jump Shot,112,254,0.441,84,195,0.431,0.606,6,0.821,0.179,0.964,0.036,0.929,0.071,,,,,,,,,,,,,,,1630174,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:51.291252,,
Shot Type Summary,Layup,67,106,0.632,0,0,0.0,0.632,15,0.761,0.239,0.0,0.0,0.761,0.239,,,,,,,,,,,,,,,1630174,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:51.291252,,
Shot Type Summary,Tip Shot,5,10,0.5,0,0,0.0,0.5,0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1630174,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:51.291252,,
Shot Type Detail,Alley Oop Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Alley Oop Layup shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Cutting Dunk Shot,3,3,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,18.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Cutting Finger Roll Layup Shot,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,22.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Cutting Layup Shot,5,6,0.833,0,0,0.0,0.833,1,1.0,0.0,0.0,0.0,1.0,0.0,8.0,11.0,12.0,6.0,6.0,6.0,13.0,37.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Driving Bank Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Driving Dunk Shot,1,2,0.5,0,0,0.0,0.5,1,1.0,0.0,0.0,0.0,1.0,0.0,21.0,22.0,19.0,6.0,6.0,6.0,21.0,37.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Driving Finger Roll Layup Shot,5,10,0.5,0,0,0.0,0.5,1,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,19.0,6.0,6.0,6.0,21.0,37.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Driving Floating Bank Jump Shot,5,7,0.714,0,0,0.0,0.714,0,0.8,0.2,0.0,0.0,0.8,0.2,8.0,9.0,14.0,6.0,6.0,6.0,15.0,1.0,16.0,12.0,6.0,3.0,19.0,11.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Driving Floating Jump Shot,9,17,0.529,0,0,0.0,0.529,2,0.778,0.222,0.0,0.0,0.778,0.222,6.0,6.0,18.0,6.0,6.0,6.0,20.0,42.0,17.0,11.0,6.0,3.0,20.0,10.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Driving Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Driving Layup Shot,23,42,0.548,0,0,0.0,0.548,8,0.87,0.13,0.0,0.0,0.87,0.13,2.0,2.0,17.0,6.0,6.0,6.0,18.0,45.0,15.0,13.0,6.0,3.0,16.0,14.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Driving Reverse Layup Shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,25.0,1.0,6.0,6.0,6.0,1.0,1.0,23.0,1.0,6.0,3.0,25.0,1.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Dunk Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,25.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Fadeaway Bank shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,25.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Fadeaway Jump Shot,2,5,0.4,0,0,0.0,0.4,0,0.5,0.5,0.0,0.0,0.5,0.5,18.0,14.0,24.0,6.0,6.0,6.0,27.0,1.0,21.0,7.0,6.0,3.0,23.0,7.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Floating Jump shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,25.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Hook Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Jump Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Jump Shot,53,133,0.398,52,131,0.397,0.594,2,1.0,0.0,0.981,0.019,0.981,0.019,1.0,1.0,25.0,1.0,1.0,2.0,17.0,42.0,1.0,14.0,4.0,2.0,15.0,15.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Layup Shot,4,4,1.0,0,0,0.0,1.0,0,0.25,0.75,0.0,0.0,0.25,0.75,13.0,16.0,1.0,6.0,6.0,6.0,1.0,1.0,22.0,6.0,6.0,3.0,24.0,6.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Pullup Jump shot,11,33,0.333,6,16,0.375,0.424,1,1.0,0.0,0.667,0.333,0.818,0.182,4.0,3.0,26.0,3.0,3.0,3.0,26.0,37.0,1.0,14.0,5.0,1.0,18.0,12.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Putback Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Putback Layup Shot,3,3,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,18.0,1.0,6.0,6.0,6.0,1.0,1.0,23.0,1.0,6.0,3.0,25.0,1.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Reverse Layup Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,25.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Running Alley Oop Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Running Alley Oop Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Running Dunk Shot,5,6,0.833,0,0,0.0,0.833,0,0.6,0.4,0.0,0.0,0.6,0.4,8.0,11.0,12.0,6.0,6.0,6.0,13.0,1.0,19.0,8.0,6.0,3.0,21.0,8.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Running Finger Roll Layup Shot,5,5,1.0,0,0,0.0,1.0,0,0.6,0.4,0.0,0.0,0.6,0.4,8.0,14.0,1.0,6.0,6.0,6.0,1.0,1.0,19.0,8.0,6.0,3.0,21.0,8.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Running Jump Shot,21,32,0.656,21,32,0.656,0.984,1,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,16.0,2.0,2.0,1.0,12.0,37.0,23.0,14.0,1.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Running Layup Shot,11,23,0.478,0,0,0.0,0.478,5,1.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,22.0,6.0,6.0,6.0,24.0,44.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Running Pull-Up Jump Shot,2,7,0.286,2,7,0.286,0.429,0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,9.0,28.0,5.0,5.0,5.0,25.0,1.0,23.0,14.0,1.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Running Reverse Layup Shot,3,3,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,18.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Step Back Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Step Back Jump shot,7,16,0.438,3,9,0.333,0.531,0,0.75,0.25,1.0,0.0,0.857,0.143,7.0,7.0,23.0,4.0,4.0,4.0,19.0,1.0,18.0,10.0,1.0,3.0,17.0,13.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Tip Dunk Shot,1,4,0.25,0,0,0.0,0.25,0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,16.0,29.0,6.0,6.0,6.0,29.0,1.0,23.0,1.0,6.0,3.0,25.0,1.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Tip Layup Shot,4,6,0.667,0,0,0.0,0.667,0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,11.0,15.0,6.0,6.0,6.0,16.0,1.0,23.0,1.0,6.0,3.0,25.0,1.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Turnaround Bank Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Turnaround Bank shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Turnaround Fadeaway Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Turnaround Fadeaway shot,1,2,0.5,0,0,0.0,0.5,0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,22.0,19.0,6.0,6.0,6.0,21.0,1.0,23.0,1.0,6.0,3.0,25.0,1.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Turnaround Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,6.0,6.0,6.0,30.0,1.0,23.0,14.0,6.0,3.0,25.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Shot Type Detail,Turnaround Jump Shot,1,3,0.333,0,0,0.0,0.333,0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,18.0,26.0,6.0,6.0,6.0,28.0,1.0,1.0,14.0,6.0,3.0,1.0,16.0,1630174,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:51.291252,,
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,1.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1628418.0,"Bryant, Thomas"
Assisted By,,69,69,1.0,35,35,1.0,1.254,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1630169.0,"Haliburton, Tyrese"
Assisted By,,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,10.0,1.0,7.0,7.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1630543.0,"Jackson, Isaiah"
Assisted By,,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,10.0,1.0,7.0,7.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1631245.0,"Jackson, Quenton"
Assisted By,,3,3,1.0,1,1,1.0,1.167,0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,8.0,1.0,7.0,7.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1631097.0,"Mathurin, Bennedict"
Assisted By,,15,15,1.0,9,9,1.0,1.3,0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,204456.0,"McConnell, T.J."
Assisted By,,24,24,1.0,12,12,1.0,1.25,0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1629614.0,"Nembhard, Andrew"
Assisted By,,4,4,1.0,1,1,1.0,1.125,0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,7.0,1.0,7.0,7.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1641767.0,"Sheppard, Ben"
Assisted By,,24,24,1.0,12,12,1.0,1.25,0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1627783.0,"Siakam, Pascal"
Assisted By,,12,12,1.0,4,4,1.0,1.167,0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1630167.0,"Toppin, Obi"
Assisted By,,7,7,1.0,4,4,1.0,1.286,0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1626167.0,"Turner, Myles"
Assisted By,,3,3,1.0,1,1,1.0,1.167,0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,8.0,1.0,7.0,7.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630174,PlayerDashboardByShootingSplits,7,2025-08-10T12:52:51.291252,1641716.0,"Walker, Jarace"
Overall,2024-25,355,728,0.488,130,339,0.383,0.577,39,0.573,0.427,0.923,0.077,0.701,0.299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1630598,PlayerDashboardByShootingSplits,0,2025-08-10T12:52:57.875671,,
Shot Distance (5ft),Less Than 5 ft.,179,271,0.661,0,0,0.0,0.661,24,0.609,0.391,0.0,0.0,0.609,0.391,1.0,1.0,1.0,4.0,5.0,4.0,1.0,9.0,1.0,5.0,4.0,3.0,4.0,4.0,1630598,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:57.875671,,
