GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,EFG_PCT_RANK,BLKA_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,player_id,endpoint,dataframe_index,collection_timestamp,PLAYER_ID,PLAYER_NAME
Overall,2024,31,66,0.47,8,28,0.286,0.53,5,0.696,0.304,1.0,0.0,0.774,0.226,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1630639,PlayerDashboardByShootingSplits,0,2025-08-10T12:52:19.617707,,
Overall,2024-25,232,540,0.43,88,246,0.358,0.511,38,0.674,0.326,0.966,0.034,0.784,0.216,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1630639,PlayerDashboardByShootingSplits,0,2025-08-10T12:52:19.617707,,
Shot Distance (5ft),Less Than 5 ft.,149,280,0.532,0,0,0.0,0.532,35,0.664,0.336,0.0,0.0,0.664,0.336,1.0,1.0,1.0,3.0,4.0,3.0,2.0,9.0,3.0,2.0,3.0,3.0,5.0,2.0,1630639,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:19.617707,,
Shot Distance (5ft),5-9 ft.,14,40,0.35,0,0,0.0,0.35,5,0.857,0.143,0.0,0.0,0.857,0.143,4.0,4.0,4.0,3.0,4.0,3.0,5.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0,1630639,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:19.617707,,
Shot Distance (5ft),10-14 ft.,3,9,0.333,0,0,0.0,0.333,3,0.333,0.667,0.0,0.0,0.333,0.667,5.0,5.0,6.0,3.0,4.0,3.0,6.0,7.0,4.0,1.0,3.0,3.0,6.0,1.0,1630639,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:19.617707,,
Shot Distance (5ft),15-19 ft.,1,2,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,6.0,1630639,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:19.617707,,
Shot Distance (5ft),20-24 ft.,50,137,0.365,50,136,0.368,0.547,0,0.0,0.0,0.98,0.02,0.98,0.02,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,2.0,5.0,1630639,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:19.617707,,
Shot Distance (5ft),25-29 ft.,46,137,0.336,46,137,0.336,0.504,0,0.0,0.0,0.957,0.043,0.957,0.043,3.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,5.0,4.0,2.0,1.0,3.0,4.0,1630639,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:19.617707,,
Shot Distance (5ft),30-34 ft.,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,3.0,3.0,7.0,1.0,5.0,4.0,3.0,3.0,7.0,6.0,1630639,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:19.617707,,
Shot Distance (5ft),35-39 ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,3.0,4.0,3.0,7.0,1.0,5.0,4.0,3.0,3.0,7.0,6.0,1630639,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:19.617707,,
Shot Distance (5ft),40+ ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,3.0,4.0,3.0,7.0,1.0,5.0,4.0,3.0,3.0,7.0,6.0,1630639,PlayerDashboardByShootingSplits,1,2025-08-10T12:52:19.617707,,
Shot Distance (8ft),Less Than 8 ft.,161,313,0.514,0,0,0.0,0.514,40,0.677,0.323,0.0,0.0,0.677,0.323,1.0,1.0,1.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,1630639,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:19.617707,,
Shot Distance (8ft),8-16 ft.,5,16,0.313,0,0,0.0,0.313,3,0.6,0.4,0.0,0.0,0.6,0.4,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,1630639,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:19.617707,,
Shot Distance (8ft),16-24 ft.,2,5,0.4,1,2,0.5,0.5,0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1630639,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:19.617707,,
Shot Distance (8ft),24+ ft.,95,272,0.349,95,272,0.349,0.524,0,0.0,0.0,0.968,0.032,0.968,0.032,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,1630639,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:19.617707,,
Shot Distance (8ft),Back Court Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,5.0,4.0,1630639,PlayerDashboardByShootingSplits,2,2025-08-10T12:52:19.617707,,
Shot Area,Restricted Area,145,256,0.566,0,0,0.0,0.566,27,0.669,0.331,0.0,0.0,0.669,0.331,1.0,1.0,1.0,5.0,5.0,5.0,1.0,7.0,2.0,2.0,5.0,3.0,6.0,1.0,1630639,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:19.617707,,
Shot Area,In The Paint (Non-RA),19,66,0.288,0,0,0.0,0.288,15,0.737,0.263,0.0,0.0,0.737,0.263,4.0,3.0,6.0,5.0,5.0,5.0,6.0,6.0,1.0,3.0,5.0,3.0,5.0,2.0,1630639,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:19.617707,,
Shot Area,Mid-Range,4,12,0.333,1,2,0.5,0.375,1,0.667,0.333,1.0,0.0,0.75,0.25,6.0,6.0,5.0,4.0,4.0,1.0,5.0,5.0,3.0,1.0,1.0,3.0,4.0,3.0,1630639,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:19.617707,,
Shot Area,Left Corner 3,20,53,0.377,20,53,0.377,0.566,0,0.0,0.0,0.95,0.05,0.95,0.05,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,1630639,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:19.617707,,
Shot Area,Right Corner 3,19,53,0.358,19,53,0.358,0.538,0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,6.0,1630639,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:19.617707,,
Shot Area,Above the Break 3,56,166,0.337,56,166,0.337,0.506,0,0.0,0.0,0.964,0.036,0.964,0.036,2.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,1630639,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:19.617707,,
Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,1.0,4.0,4.0,5.0,3.0,7.0,6.0,1630639,PlayerDashboardByShootingSplits,3,2025-08-10T12:52:19.617707,,
Assisted Shot,Assisted,206,206,1.0,93,93,1.0,1.226,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1630639,PlayerDashboardByShootingSplits,4,2025-08-10T12:52:19.617707,,
Assisted Shot,Unassisted,57,57,1.0,3,3,1.0,1.026,0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1630639,PlayerDashboardByShootingSplits,4,2025-08-10T12:52:19.617707,,
Shot Type Summary,Alley Oop,4,5,0.8,0,0,0.0,0.8,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Alley Oop,2,5,0.4,0,0,0.0,0.4,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Alley Oop,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Bank Shot,1,5,0.2,0,0,0.0,0.2,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Bank Shot,1,2,0.5,1,1,1.0,0.75,0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Bank Shot,2,2,1.0,0,0,0.0,1.0,0,0.5,0.5,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Dunk,5,7,0.714,0,0,0.0,0.714,0,0.8,0.2,0.0,0.0,0.8,0.2,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Dunk,20,21,0.952,0,0,0.0,0.952,1,0.8,0.2,0.0,0.0,0.8,0.2,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Dunk,11,14,0.786,0,0,0.0,0.786,2,0.818,0.182,0.0,0.0,0.818,0.182,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Fadeaway,2,4,0.5,1,3,0.333,0.625,0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Fadeaway,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Fadeaway,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Finger Roll,1,2,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Finger Roll,19,33,0.576,0,0,0.0,0.576,2,0.632,0.368,0.0,0.0,0.632,0.368,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Finger Roll,16,23,0.696,0,0,0.0,0.696,1,0.563,0.438,0.0,0.0,0.563,0.438,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Hook Shot,1,2,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Jump Shot,12,33,0.364,8,28,0.286,0.485,0,0.25,0.75,1.0,0.0,0.75,0.25,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Jump Shot,59,171,0.345,55,145,0.379,0.506,2,0.75,0.25,0.982,0.018,0.966,0.034,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Jump Shot,33,106,0.311,33,101,0.327,0.467,2,0.0,0.0,0.939,0.061,0.939,0.061,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Layup,14,26,0.538,0,0,0.0,0.538,5,0.786,0.214,0.0,0.0,0.786,0.214,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Layup,72,156,0.462,0,0,0.0,0.462,23,0.653,0.347,0.0,0.0,0.653,0.347,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Layup,36,70,0.514,0,0,0.0,0.514,8,0.583,0.417,0.0,0.0,0.583,0.417,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Tip Shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Tip Shot,4,7,0.571,0,0,0.0,0.571,1,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Summary,Tip Shot,3,6,0.5,0,0,0.0,0.5,0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1630639,PlayerDashboardByShootingSplits,5,2025-08-10T12:52:19.617707,,
Shot Type Detail,Alley Oop Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,30.0,7.0,9.0,7.0,30.0,1.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Alley Oop Layup shot,2,4,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,21.0,14.0,7.0,9.0,7.0,17.0,1.0,1.0,16.0,6.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Cutting Dunk Shot,8,8,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,14.0,1.0,7.0,9.0,7.0,2.0,1.0,1.0,16.0,6.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Cutting Finger Roll Layup Shot,6,10,0.6,0,0,0.0,0.6,0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,13.0,11.0,7.0,9.0,7.0,12.0,1.0,1.0,16.0,6.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Cutting Layup Shot,12,22,0.545,0,0,0.0,0.545,4,1.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,13.0,7.0,9.0,7.0,14.0,44.0,1.0,16.0,6.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Driving Bank Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,30.0,7.0,9.0,7.0,30.0,1.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Driving Dunk Shot,2,4,0.5,0,0,0.0,0.5,2,1.0,0.0,0.0,0.0,1.0,0.0,17.0,21.0,14.0,7.0,9.0,7.0,17.0,39.0,1.0,16.0,6.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Driving Finger Roll Layup Shot,19,34,0.559,0,0,0.0,0.559,1,0.474,0.526,0.0,0.0,0.474,0.526,4.0,3.0,12.0,7.0,9.0,7.0,13.0,31.0,19.0,7.0,6.0,3.0,23.0,7.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Driving Floating Bank Jump Shot,3,8,0.375,0,0,0.0,0.375,0,0.667,0.333,0.0,0.0,0.667,0.333,15.0,14.0,21.0,7.0,9.0,7.0,23.0,1.0,14.0,12.0,6.0,3.0,17.0,12.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Driving Floating Jump Shot,2,15,0.133,0,0,0.0,0.133,2,0.5,0.5,0.0,0.0,0.5,0.5,17.0,10.0,29.0,7.0,9.0,7.0,29.0,39.0,16.0,8.0,6.0,3.0,20.0,8.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Driving Hook Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,7.0,9.0,7.0,30.0,1.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Driving Layup Shot,24,76,0.316,0,0,0.0,0.316,19,0.5,0.5,0.0,0.0,0.5,0.5,2.0,2.0,26.0,7.0,9.0,7.0,26.0,45.0,16.0,8.0,6.0,3.0,20.0,8.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Driving Reverse Layup Shot,3,8,0.375,0,0,0.0,0.375,1,0.333,0.667,0.0,0.0,0.333,0.667,15.0,14.0,21.0,7.0,9.0,7.0,23.0,31.0,20.0,6.0,6.0,3.0,24.0,6.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Dunk Shot,2,3,0.667,0,0,0.0,0.667,0,0.5,0.5,0.0,0.0,0.5,0.5,17.0,23.0,9.0,7.0,9.0,7.0,10.0,1.0,16.0,8.0,6.0,3.0,20.0,8.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Fadeaway Jump Shot,2,5,0.4,1,3,0.333,0.5,0,1.0,0.0,1.0,0.0,1.0,0.0,17.0,19.0,20.0,4.0,5.0,5.0,17.0,1.0,1.0,16.0,1.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Finger Roll Layup Shot,0,2,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,30.0,7.0,9.0,7.0,30.0,31.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Floating Jump shot,0,2,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,30.0,7.0,9.0,7.0,30.0,31.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Hook Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,30.0,7.0,9.0,7.0,30.0,1.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Hook Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,30.0,1.0,7.0,9.0,7.0,2.0,1.0,1.0,16.0,6.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Jump Bank Shot,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,24.0,30.0,1.0,4.0,6.0,1.0,1.0,1.0,21.0,16.0,1.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Jump Shot,77,228,0.338,77,223,0.345,0.507,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,24.0,1.0,1.0,4.0,16.0,31.0,21.0,16.0,1.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Layup Shot,12,24,0.5,0,0,0.0,0.5,2,0.833,0.167,0.0,0.0,0.833,0.167,6.0,6.0,14.0,7.0,9.0,7.0,17.0,39.0,11.0,15.0,6.0,3.0,13.0,16.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Pullup Jump shot,6,17,0.353,6,16,0.375,0.529,0,0.0,0.0,0.667,0.333,0.667,0.333,11.0,9.0,23.0,3.0,3.0,3.0,15.0,1.0,21.0,16.0,5.0,2.0,17.0,12.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Putback Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,30.0,7.0,9.0,7.0,30.0,1.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Putback Layup Shot,1,3,0.333,0,0,0.0,0.333,0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,23.0,25.0,7.0,9.0,7.0,25.0,1.0,21.0,1.0,6.0,3.0,25.0,1.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Reverse Layup Shot,1,7,0.143,0,0,0.0,0.143,3,1.0,0.0,0.0,0.0,1.0,0.0,24.0,17.0,27.0,7.0,9.0,7.0,28.0,42.0,1.0,16.0,6.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Running Alley Oop Dunk Shot,4,5,0.8,0,0,0.0,0.8,0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,19.0,8.0,7.0,9.0,7.0,8.0,1.0,1.0,16.0,6.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Running Alley Oop Layup Shot,1,2,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,25.0,14.0,7.0,9.0,7.0,17.0,1.0,1.0,16.0,6.0,3.0,1.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Running Dunk Shot,18,20,0.9,0,0,0.0,0.9,1,0.778,0.222,0.0,0.0,0.778,0.222,5.0,8.0,7.0,7.0,9.0,7.0,7.0,31.0,13.0,13.0,6.0,3.0,16.0,14.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Running Finger Roll Layup Shot,11,12,0.917,0,0,0.0,0.917,1,0.636,0.364,0.0,0.0,0.636,0.364,9.0,11.0,6.0,7.0,9.0,7.0,6.0,31.0,15.0,11.0,6.0,3.0,19.0,11.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Running Jump Shot,12,25,0.48,10,23,0.435,0.68,0,0.0,1.0,1.0,0.0,0.833,0.167,6.0,5.0,19.0,2.0,2.0,2.0,9.0,1.0,21.0,1.0,1.0,3.0,13.0,16.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Running Layup Shot,22,34,0.647,0,0,0.0,0.647,3,0.818,0.182,0.0,0.0,0.818,0.182,3.0,3.0,10.0,7.0,9.0,7.0,11.0,42.0,12.0,14.0,6.0,3.0,15.0,15.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Running Pull-Up Jump Shot,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,7.0,6.0,7.0,30.0,1.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Running Reverse Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,30.0,7.0,9.0,7.0,30.0,1.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Running Reverse Layup Shot,2,2,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,25.0,1.0,7.0,9.0,7.0,2.0,1.0,21.0,1.0,6.0,3.0,25.0,1.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Step Back Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,30.0,7.0,9.0,7.0,30.0,1.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Step Back Jump shot,1,7,0.143,1,6,0.167,0.214,0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,17.0,27.0,4.0,4.0,6.0,27.0,1.0,21.0,16.0,6.0,1.0,25.0,1.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Tip Dunk Shot,2,2,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,25.0,1.0,7.0,9.0,7.0,2.0,1.0,21.0,1.0,6.0,3.0,25.0,1.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Tip Layup Shot,6,12,0.5,0,0,0.0,0.5,1,0.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,14.0,7.0,9.0,7.0,17.0,31.0,21.0,1.0,6.0,3.0,25.0,1.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
Shot Type Detail,Turnaround Bank Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,30.0,7.0,9.0,7.0,30.0,1.0,21.0,16.0,6.0,3.0,25.0,18.0,1630639,PlayerDashboardByShootingSplits,6,2025-08-10T12:52:19.617707,,
