GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,player_id,endpoint,dataframe_index,collection_timestamp
Month,January,15,10,5,0.667,402.2866666666667,72,164,0.439,26,59,0.441,14,18,0.778,9,47,56,53,41,12,4,17,34,22,196,37,349.7,0,0,363.0,1,1,4,3,1,1,1,2,1,1,2,2,2,3,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,2,1642358,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:31.719387
Month,February,8,1,7,0.125,171.45,30,72,0.417,13,34,0.382,6,10,0.6,2,16,18,22,12,3,0,9,18,9,82,-22,133.6,0,0,141.0,3,4,7,7,4,3,4,3,3,4,3,4,4,4,4,3,3,4,3,3,5,6,5,4,3,5,3,1,1,3,4,1642358,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:31.719387
Month,March,14,4,10,0.286,383.65,49,120,0.408,15,54,0.278,23,26,0.885,7,37,44,51,21,12,3,5,20,20,136,-41,289.3,0,0,276.0,2,2,8,5,2,2,2,4,2,2,5,1,1,2,2,2,2,2,2,1,2,4,6,2,2,7,2,1,1,2,2,1642358,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:31.719387
Month,April,7,2,5,0.286,241.63666666666666,30,85,0.353,8,35,0.229,11,12,0.917,1,14,15,24,12,3,1,11,30,10,79,-110,133.0,0,0,134.0,4,3,4,5,3,3,3,5,5,3,6,3,3,1,5,4,5,3,3,3,4,7,7,3,4,8,4,1,1,4,1,1642358,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:31.719387
Month,July,5,0,5,0.0,111.11333333333333,20,62,0.323,10,31,0.323,6,10,0.6,4,13,17,14,12,3,2,5,12,9,56,-33,100.4,0,0,107.0,5,8,4,8,5,5,5,7,4,5,4,4,4,4,3,5,4,5,3,3,3,4,4,4,5,6,5,1,1,5,1,1642358,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:31.719387
Pre/Post All-Star,Pre All-Star,30,13,17,0.433,602.75,104,259,0.402,40,103,0.388,21,32,0.656,13,72,85,79,59,16,6,27,51,34,281,2,508.5,0,0,529.0,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,3,1642358,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:31.719387
Pre/Post All-Star,Post All-Star,24,7,17,0.292,718.0866666666667,100,250,0.4,33,111,0.297,39,44,0.886,10,57,67,86,41,17,4,21,63,36,275,-161,506.4,0,0,503.0,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1642358,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:31.719387
Starting Position,Starters,34,14,20,0.412,1029.4366666666667,162,405,0.4,61,173,0.353,43,57,0.754,18,103,121,125,85,25,10,39,94,55,439,-107,791.7,0,0,816.0,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,4,1642358,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:31.719387
Starting Position,Bench,20,6,14,0.3,291.4,42,104,0.404,12,41,0.293,17,19,0.895,5,26,31,40,15,8,0,9,20,15,117,-52,223.2,0,0,216.0,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,3,1642358,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:31.719387
Days Rest,0 Days Rest,13,1,12,0.077,308.0133333333333,33,117,0.282,13,56,0.232,14,19,0.737,7,28,35,33,20,6,1,15,30,17,97,-157,189.5,0,0,192.0,2,5,6,6,2,2,2,7,2,2,6,2,2,5,2,2,2,2,2,2,2,6,6,2,2,7,2,1,1,2,4,1642358,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:31.719387
Days Rest,1 Days Rest,25,10,15,0.4,703.4433333333334,110,254,0.433,35,91,0.385,30,38,0.789,10,69,79,81,52,18,7,22,53,35,292,-63,531.3,0,0,537.0,1,1,7,4,1,1,1,4,1,1,2,1,1,4,1,1,1,1,1,1,1,7,7,1,1,6,1,1,1,1,4,1642358,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:31.719387
Days Rest,2 Days Rest,6,3,3,0.5,140.04666666666665,28,61,0.459,12,30,0.4,5,5,1.0,3,16,19,20,12,3,1,5,16,5,74,8,126.8,0,0,133.0,3,2,5,3,3,3,3,2,3,3,1,4,4,1,3,3,3,3,3,3,2,4,5,4,4,2,3,1,1,3,4,1642358,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:31.719387
Days Rest,3 Days Rest,3,1,2,0.333,20.5,2,6,0.333,1,4,0.25,0,0,0.0,0,1,1,5,2,0,0,0,1,0,5,5,11.7,0,0,12.0,5,5,4,5,6,6,6,5,5,5,4,7,7,7,5,6,6,6,6,7,5,1,2,7,6,4,6,1,1,6,2,1642358,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:31.719387
Days Rest,4 Days Rest,1,0,1,0.0,4.283333333333333,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0,0,0,1,0,0,0,1,3,6,6.0,0,0,5.0,7,7,2,7,7,7,7,1,7,7,7,6,6,1,5,7,7,7,7,6,5,1,1,6,7,3,7,1,1,7,1,1642358,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:31.719387
Days Rest,5 Days Rest,2,2,0,1.0,30.116666666666667,3,10,0.3,1,4,0.25,3,3,1.0,0,7,7,6,3,2,1,0,4,3,10,1,33.4,0,0,30.0,6,4,1,1,5,5,5,6,5,5,4,5,5,1,5,5,5,5,5,5,2,1,3,5,5,5,5,1,1,5,2,1642358,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:31.719387
Days Rest,6+ Days Rest,4,3,1,0.75,114.43333333333334,27,60,0.45,11,29,0.379,7,10,0.7,3,8,11,20,11,3,0,6,10,9,75,41,116.2,0,0,123.0,4,2,2,2,4,4,4,3,4,4,3,3,3,6,3,4,4,3,4,3,5,5,4,3,3,1,4,1,1,4,3,1642358,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:31.719387
Overall,2024-25,51,33,18,0.647,1446.7166666666667,264,497,0.531,75,172,0.436,145,179,0.81,80,167,247,164,73,23,14,37,82,137,748,301,1328.4,3,0,1308.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,203932,PlayerDashboardByGeneralSplits,0,2025-08-10T12:51:37.016415
Location,Home,21,16,5,0.762,598.145,99,190,0.521,39,75,0.52,57,72,0.792,24,69,93,74,19,6,5,14,33,49,294,184,530.6,0,0,522.0,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,203932,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:37.017415
Location,Road,30,17,13,0.567,848.5716666666667,165,307,0.537,36,97,0.371,88,107,0.822,56,98,154,90,54,17,9,23,49,88,454,117,797.8,3,0,786.0,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,203932,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:37.017415
Wins/Losses,Wins,33,33,0,1.0,904.3566666666667,170,315,0.54,49,107,0.458,98,117,0.838,54,101,155,113,47,13,11,24,55,87,487,381,867.5,1,0,852.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,203932,PlayerDashboardByGeneralSplits,2,2025-08-10T12:51:37.017415
Wins/Losses,Losses,18,0,18,0.0,542.36,94,182,0.516,26,65,0.4,47,62,0.758,26,66,92,51,26,10,3,13,27,50,261,-80,460.9,2,0,456.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,203932,PlayerDashboardByGeneralSplits,2,2025-08-10T12:51:37.017415
Month,October,4,2,2,0.5,143.775,20,41,0.488,4,10,0.4,18,21,0.857,13,17,30,14,8,4,2,3,8,17,62,14,129.0,1,0,122.0,6,6,2,6,6,6,6,6,7,7,4,5,5,3,2,5,5,6,5,3,3,2,2,5,6,7,6,1,1,6,1,203932,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:37.017415
Month,November,3,2,1,0.667,68.59,17,29,0.586,8,12,0.667,4,5,0.8,6,11,17,8,1,1,0,2,5,4,46,37,80.4,1,0,81.0,7,6,1,3,7,7,7,2,5,6,1,7,7,5,7,7,7,7,7,7,7,1,1,7,7,6,7,1,1,7,1,203932,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:37.017415
Month,December,10,6,4,0.6,276.3433333333333,44,85,0.518,10,28,0.357,27,39,0.692,13,38,51,30,14,3,1,6,18,31,125,42,229.2,0,0,224.0,1,3,7,5,1,3,3,5,3,3,6,2,2,7,2,1,1,2,3,4,5,6,7,2,2,5,3,4,1,3,1,203932,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:37.017415
Month,January,10,7,3,0.7,227.87166666666667,41,75,0.547,10,24,0.417,21,23,0.913,10,24,34,19,15,5,2,4,9,18,113,49,188.3,0,0,190.0,1,1,4,2,4,5,5,4,3,5,3,4,4,1,6,4,4,5,2,1,3,3,3,4,5,3,5,4,1,5,1,203932,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:37.017415
Month,February,9,7,2,0.778,256.23833333333334,45,97,0.464,12,32,0.375,16,20,0.8,15,29,44,42,7,5,4,13,16,16,118,59,253.8,0,0,234.0,3,1,2,1,3,2,1,7,2,2,5,6,6,5,1,3,2,1,6,1,1,7,6,6,4,1,1,4,1,2,1,203932,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:37.017415
Month,March,9,6,3,0.667,257.24666666666667,53,90,0.589,23,40,0.575,33,41,0.805,12,31,43,26,17,2,1,4,15,32,162,45,244.6,1,0,260.0,3,3,4,3,2,1,2,1,1,1,2,1,1,4,4,2,3,3,1,6,5,3,5,1,1,4,2,1,1,1,1,203932,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:37.017415
Month,April,6,3,3,0.5,216.65166666666667,44,80,0.55,8,26,0.308,26,30,0.867,11,17,28,25,11,3,4,5,11,19,122,55,203.1,0,0,197.0,5,5,4,6,5,3,4,3,5,4,7,3,3,2,5,5,6,4,4,4,1,5,4,3,3,2,4,4,1,4,1,203932,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:37.017415
Pre/Post All-Star,Pre All-Star,32,22,10,0.688,848.9616666666667,135,269,0.502,36,87,0.414,82,103,0.796,49,105,154,103,40,15,8,22,49,80,388,222,756.3,2,0,727.0,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,203932,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:37.017415
Pre/Post All-Star,Post All-Star,19,11,8,0.579,597.755,129,228,0.566,39,85,0.459,63,76,0.829,31,62,93,61,33,8,6,15,33,57,360,79,572.1,1,0,581.0,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,203932,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:37.017415
Starting Position,Starters,42,27,15,0.643,1257.245,229,428,0.535,66,148,0.446,127,159,0.799,73,148,221,145,61,17,12,33,73,119,651,271,1159.7,3,0,1141.0,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,203932,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:37.018415
Starting Position,Bench,9,6,3,0.667,189.47166666666666,35,69,0.507,9,24,0.375,18,20,0.9,7,19,26,19,12,6,2,4,9,18,97,30,168.7,0,0,167.0,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,203932,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:37.018415
Days Rest,0 Days Rest,5,5,0,1.0,135.08833333333334,23,43,0.535,6,15,0.4,13,16,0.813,6,13,19,17,3,1,3,7,14,11,65,73,122.3,0,0,115.0,3,3,1,1,4,4,4,3,4,4,5,4,3,5,4,4,4,3,4,4,2,4,4,3,4,2,4,3,1,4,1,203932,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:37.018415
Days Rest,1 Days Rest,26,15,11,0.577,696.06,124,233,0.532,35,77,0.455,66,85,0.776,38,81,119,75,38,16,4,18,32,67,349,99,626.3,2,0,618.0,1,1,6,5,1,1,1,4,1,1,3,1,1,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,203932,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:37.018415
Days Rest,2 Days Rest,11,7,4,0.636,337.84166666666664,67,130,0.515,16,45,0.356,36,44,0.818,22,36,58,38,24,3,3,10,23,33,186,37,306.6,1,0,310.0,2,2,5,3,2,2,2,5,2,2,6,2,2,4,2,2,2,2,2,2,2,5,5,2,2,3,2,2,1,2,1,203932,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:37.018415
Days Rest,3 Days Rest,2,1,1,0.5,77.335,11,24,0.458,5,12,0.417,10,12,0.833,2,10,12,17,2,1,2,0,5,7,37,33,83.9,0,0,77.0,5,6,3,6,5,5,5,6,5,5,4,5,5,3,5,6,6,3,5,4,4,1,2,6,5,4,5,3,1,5,1,203932,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:37.018415
Days Rest,4 Days Rest,2,2,0,1.0,54.84,7,13,0.538,3,6,0.5,14,15,0.933,1,12,13,6,1,0,1,0,3,8,31,26,57.6,0,0,55.0,5,5,1,1,6,6,6,2,6,6,2,3,4,1,6,5,5,6,6,6,5,1,1,5,6,6,6,3,1,6,1,203932,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:37.018415
Days Rest,6+ Days Rest,5,3,2,0.6,145.55166666666668,32,54,0.593,10,17,0.588,6,7,0.857,11,15,26,11,5,2,1,2,5,11,80,33,131.7,0,0,133.0,3,4,4,4,3,3,3,1,3,3,1,6,6,2,3,3,3,5,3,3,5,3,2,3,3,4,3,3,1,3,1,203932,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:37.018415
Overall,2024-25,62,39,23,0.629,792.2466666666667,117,268,0.437,72,181,0.398,34,41,0.829,13,65,78,83,37,19,11,11,64,49,340,88,611.1,0,0,633.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByGeneralSplits,0,2025-08-10T12:51:42.966915
Location,Home,33,24,9,0.727,442.16,63,154,0.409,38,103,0.369,22,27,0.815,8,41,49,41,15,10,4,3,36,27,186,42,333.3,0,0,342.0,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,3,1,1,2,1,1,1,1,1,1628988,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:42.966915
Location,Neutral,1,0,1,0.0,5.45,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,-1,0.0,0,0,0.0,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,1,1,3,1,1628988,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:42.966915
Location,Road,28,15,13,0.536,344.63666666666666,54,113,0.478,34,77,0.442,12,14,0.857,5,24,29,42,22,9,7,8,26,22,154,47,277.8,0,0,291.0,2,2,3,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,3,2,2,2,1,2,1,1,2,1,1628988,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:42.966915
Wins/Losses,Wins,39,39,0,1.0,486.56333333333333,67,160,0.419,43,113,0.381,28,35,0.8,6,37,43,47,21,11,8,3,36,32,205,99,363.1,0,0,376.0,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByGeneralSplits,2,2025-08-10T12:51:42.966915
Wins/Losses,Losses,23,0,23,0.0,305.68333333333334,50,108,0.463,29,68,0.426,6,6,1.0,7,28,35,36,16,8,3,8,28,17,135,-11,248.0,0,0,257.0,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1628988,PlayerDashboardByGeneralSplits,2,2025-08-10T12:51:42.966915
Month,October,1,1,0,1.0,2.216666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,2,1.5,0,0,1.0,7,7,1,1,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,1,1,7,7,5,7,1,1,7,1,1628988,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:42.966915
Month,November,10,7,3,0.7,93.8,14,30,0.467,9,22,0.409,5,7,0.714,0,9,9,13,3,1,1,0,5,8,42,35,75.3,0,0,77.0,3,3,2,4,5,5,5,3,5,5,4,5,3,6,5,3,4,4,5,4,4,1,2,4,4,2,5,1,1,6,1,1628988,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:42.966915
Month,December,10,5,5,0.5,98.65833333333333,13,28,0.464,8,17,0.471,6,6,1.0,0,9,9,11,3,4,1,1,10,6,40,-7,79.3,0,0,78.0,3,4,6,5,4,6,6,4,6,6,3,3,4,1,5,3,4,6,5,2,4,3,4,5,6,6,4,1,1,4,1,1628988,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:42.966915
Month,January,12,9,3,0.75,170.935,18,48,0.375,10,29,0.345,6,6,1.0,6,8,14,14,10,8,2,1,15,10,52,35,109.8,0,0,110.0,2,2,2,3,3,3,3,6,3,3,5,3,4,1,1,5,3,3,2,1,2,3,6,2,3,2,3,1,1,3,1,1628988,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:42.966915
Month,February,10,4,6,0.4,176.005,25,65,0.385,10,40,0.25,8,10,0.8,4,18,22,15,6,4,2,5,18,9,68,-25,128.9,0,0,127.0,3,5,7,7,1,2,1,5,3,2,6,1,2,4,2,1,1,2,3,2,2,7,7,3,2,7,2,1,1,2,1,1628988,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:42.966915
Month,March,13,10,3,0.769,172.69,32,64,0.5,24,49,0.49,8,11,0.727,2,14,16,16,11,1,4,1,10,11,96,38,143.2,0,0,162.0,1,1,2,2,2,1,2,1,1,1,1,1,1,5,3,2,2,1,1,4,1,3,4,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:42.966915
Month,April,6,3,3,0.5,77.94166666666666,15,32,0.469,11,23,0.478,1,1,1.0,1,7,8,13,4,1,1,3,6,5,42,10,73.1,0,0,78.0,6,6,2,5,6,4,4,2,2,4,2,6,6,1,4,6,6,4,4,4,4,6,3,6,4,4,6,1,1,4,1,1628988,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:42.966915
Pre/Post All-Star,Pre All-Star,39,23,16,0.59,476.89166666666665,65,155,0.419,34,99,0.343,21,23,0.913,8,39,47,50,20,15,4,5,45,30,185,45,353.4,0,0,354.0,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:42.966915
Pre/Post All-Star,Post All-Star,23,16,7,0.696,315.355,52,113,0.46,38,82,0.463,13,18,0.722,5,26,31,33,17,4,7,6,19,19,155,43,257.7,0,0,279.0,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1628988,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:42.966915
Starting Position,Starters,3,1,2,0.333,78.31833333333333,12,29,0.414,3,16,0.188,4,4,1.0,2,10,12,10,3,2,0,2,8,6,31,-10,63.4,0,0,60.0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1628988,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:42.968917
Starting Position,Bench,59,38,21,0.644,713.9283333333333,105,239,0.439,69,165,0.418,30,37,0.811,11,55,66,73,34,17,11,9,56,43,309,98,547.7,0,0,573.0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:42.968917
Days Rest,0 Days Rest,10,4,6,0.4,135.22333333333333,12,33,0.364,8,26,0.308,4,5,0.8,2,12,14,17,7,5,2,2,6,5,36,1,92.3,0,0,89.0,3,4,6,7,3,4,4,7,4,4,7,4,3,4,3,3,3,2,2,2,3,4,4,4,4,6,4,1,1,4,1,1628988,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:42.968917
Days Rest,1 Days Rest,25,16,9,0.64,312.61333333333334,43,103,0.417,26,68,0.382,10,14,0.714,5,23,28,34,17,8,5,2,31,25,122,32,228.6,0,0,236.0,1,1,7,4,1,1,1,5,1,1,5,1,1,6,1,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,1,1628988,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:42.968917
Days Rest,2 Days Rest,11,8,3,0.727,150.435,23,50,0.46,15,35,0.429,9,10,0.9,3,10,13,15,4,4,3,4,11,7,70,32,125.1,0,0,127.0,2,2,4,3,2,3,3,3,2,2,4,2,2,3,2,4,4,3,4,3,2,7,6,2,2,1,2,1,1,2,1,1628988,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:42.968917
Days Rest,3 Days Rest,8,5,3,0.625,105.56,25,55,0.455,11,33,0.333,5,5,1.0,2,14,16,8,6,1,0,2,7,6,66,-8,94.2,0,0,103.0,4,3,4,5,4,2,2,4,3,3,6,3,3,1,3,2,2,4,3,4,5,4,5,3,3,7,3,1,1,3,1,1628988,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:42.968917
Days Rest,4 Days Rest,2,2,0,1.0,21.641666666666666,4,7,0.571,3,5,0.6,2,2,1.0,0,3,3,1,0,0,0,1,3,3,13,6,18.1,0,0,20.0,6,6,1,1,6,6,6,2,7,6,2,6,6,1,6,5,5,6,7,6,5,3,2,5,6,4,7,1,1,7,1,1628988,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:42.968917
Days Rest,5 Days Rest,2,1,1,0.5,15.233333333333333,4,5,0.8,4,5,0.8,0,0,0.0,1,2,3,1,1,0,1,0,1,0,12,20,19.1,0,0,22.0,6,7,2,6,7,6,7,1,6,6,1,7,7,7,5,6,5,6,6,6,4,1,1,7,7,3,6,1,1,6,1,1628988,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:42.968917
Days Rest,6+ Days Rest,4,3,1,0.75,51.54,6,15,0.4,5,9,0.556,4,5,0.8,0,1,1,7,2,1,0,0,5,3,21,5,33.7,0,0,36.0,5,5,2,2,5,5,5,6,5,5,3,4,3,4,6,7,7,5,5,4,5,1,3,5,5,5,5,1,1,5,1,1628988,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:42.968917
Overall,2024-25,45,29,16,0.644,1121.6183333333333,192,379,0.507,84,195,0.431,73,80,0.913,37,141,178,54,37,35,17,22,114,77,541,198,954.6,0,0,961.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByGeneralSplits,0,2025-08-10T12:51:49.714068
Location,Home,23,19,4,0.826,614.105,107,208,0.514,47,111,0.423,48,51,0.941,19,85,104,26,21,14,8,8,64,48,309,176,517.8,0,0,530.0,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:49.714068
Location,Neutral,2,1,1,0.5,39.733333333333334,5,12,0.417,1,5,0.2,1,1,1.0,1,7,8,3,4,0,0,2,4,2,12,4,22.1,0,0,24.0,3,3,1,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,3,3,3,3,1,1,3,1,1630174,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:49.714068
Location,Road,20,9,11,0.45,467.78,80,159,0.503,36,79,0.456,24,28,0.857,17,49,66,25,12,21,9,12,46,27,220,18,414.7,0,0,407.0,2,2,3,3,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,1,3,2,2,2,2,2,1,1,2,1,1630174,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:49.714068
Wins/Losses,Wins,29,29,0,1.0,725.8283333333334,130,247,0.526,58,130,0.446,55,60,0.917,27,101,128,31,23,19,10,12,73,59,373,236,637.1,0,0,648.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByGeneralSplits,2,2025-08-10T12:51:49.714068
Wins/Losses,Losses,16,0,16,0.0,395.79,62,132,0.47,26,65,0.4,18,20,0.9,10,40,50,23,14,16,7,10,41,18,168,-38,317.5,0,0,313.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1630174,PlayerDashboardByGeneralSplits,2,2025-08-10T12:51:49.714068
Month,October,5,2,3,0.4,126.155,14,31,0.452,4,9,0.444,11,13,0.846,4,19,23,5,4,4,2,3,24,11,43,-16,92.1,0,0,87.0,4,5,4,5,4,4,4,6,5,5,4,4,4,5,4,4,4,3,3,4,3,3,4,4,4,6,4,1,1,4,1,1630174,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:49.714068
Month,November,1,0,1,0.0,10.066666666666666,5,5,1.0,2,2,1.0,0,0,0.0,0,1,1,1,1,0,0,0,0,1,12,7,13.7,0,0,16.0,6,6,2,6,6,6,6,1,6,6,1,6,6,6,6,6,6,6,6,5,6,1,1,6,6,4,6,1,1,6,1,1630174,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:49.714068
Month,January,5,4,1,0.8,91.93,12,25,0.48,5,13,0.385,4,4,1.0,2,12,14,5,4,0,1,2,7,6,33,39,56.3,0,0,59.0,4,4,2,2,5,5,5,4,4,4,5,5,5,1,5,5,5,3,3,5,4,2,2,5,5,3,5,1,1,5,1,1630174,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:49.714068
Month,February,12,7,5,0.583,282.74333333333334,40,86,0.465,16,48,0.333,21,22,0.955,10,36,46,21,10,9,6,5,27,17,117,49,238.7,0,0,230.0,2,2,5,4,2,2,2,5,2,2,6,2,2,2,2,2,2,1,2,2,2,5,5,2,2,2,2,1,1,2,1,1630174,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:49.714068
