GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,player_id,endpoint,dataframe_index,collection_timestamp
Month,March,16,10,6,0.625,461.0733333333333,92,176,0.523,44,96,0.458,24,26,0.923,13,53,66,18,15,16,7,9,44,27,252,113,412.2,0,0,426.0,1,1,6,3,1,1,1,2,1,1,3,1,1,3,1,1,1,2,1,1,1,6,6,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:49.714068
Month,April,6,6,0,1.0,149.65,29,56,0.518,13,27,0.481,13,15,0.867,8,20,28,4,3,6,1,3,12,15,84,6,141.6,0,0,143.0,3,3,1,1,3,3,3,3,3,3,2,3,3,4,3,3,3,5,5,3,4,3,3,3,3,5,3,1,1,3,1,1630174,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:49.714068
Pre/Post All-Star,Pre All-Star,18,10,8,0.556,369.74833333333333,47,101,0.465,17,47,0.362,26,29,0.897,8,48,56,25,13,12,5,5,48,28,137,28,279.7,0,0,269.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1630174,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:49.714068
Pre/Post All-Star,Post All-Star,27,19,8,0.704,751.87,145,278,0.522,67,148,0.453,47,51,0.922,29,93,122,29,24,23,12,17,66,49,404,170,674.9,0,0,692.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:49.714068
Starting Position,Starters,37,24,13,0.649,963.6733333333333,170,331,0.514,77,169,0.456,59,65,0.908,34,117,151,41,30,29,16,20,100,64,476,162,823.7,0,0,835.0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:49.714068
Starting Position,Bench,8,5,3,0.625,157.945,22,48,0.458,7,26,0.269,14,15,0.933,3,24,27,13,7,6,1,2,14,13,65,36,130.9,0,0,126.0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1630174,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:49.714068
Days Rest,0 Days Rest,8,4,4,0.5,221.99333333333334,36,73,0.493,17,34,0.5,15,17,0.882,4,23,27,7,9,9,3,6,24,12,104,-1,173.9,0,0,179.0,2,2,6,6,2,2,2,5,2,2,2,2,2,7,3,2,2,3,2,2,2,6,6,2,2,5,2,1,1,2,1,1630174,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:49.714068
Days Rest,1 Days Rest,26,16,10,0.615,657.5066666666667,119,232,0.513,50,122,0.41,41,45,0.911,23,92,115,33,23,20,11,9,60,44,329,131,586.5,0,0,589.0,1,1,7,5,1,1,1,3,1,1,5,1,1,5,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1630174,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:49.714068
Days Rest,2 Days Rest,5,4,1,0.8,103.76666666666667,21,40,0.525,8,20,0.4,8,9,0.889,5,10,15,8,1,3,0,3,15,11,58,41,96.0,0,0,95.0,3,2,4,4,3,3,3,2,3,3,6,3,3,6,2,3,3,2,5,3,6,5,5,3,3,2,3,1,1,3,1,1630174,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:49.714068
Days Rest,3 Days Rest,2,2,0,1.0,67.01333333333334,6,13,0.462,3,7,0.429,3,3,1.0,1,7,8,4,2,1,1,0,6,6,18,23,37.6,0,0,37.0,4,4,1,1,4,5,4,6,5,5,4,4,4,1,5,4,4,4,3,5,3,1,4,4,5,3,4,1,1,5,1,1630174,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:49.714068
Days Rest,4 Days Rest,1,0,1,0.0,18.966666666666665,1,5,0.2,0,2,0.0,1,1,1.0,0,3,3,1,2,0,0,2,1,1,3,-18,6.1,0,0,7.0,6,7,4,7,6,7,6,7,7,6,7,7,7,1,7,6,6,5,3,6,6,4,1,6,7,7,7,1,1,7,1,1630174,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:49.714068
Days Rest,5 Days Rest,1,1,0,1.0,18.755,2,4,0.5,1,2,0.5,2,2,1.0,1,1,2,0,0,2,1,1,4,2,7,-1,18.4,0,0,16.0,6,6,1,1,7,6,7,4,6,6,2,6,6,1,5,7,7,7,6,4,3,2,2,5,6,5,6,1,1,6,1,1630174,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:49.714068
Days Rest,6+ Days Rest,2,2,0,1.0,33.61666666666667,7,12,0.583,5,8,0.625,3,3,1.0,3,5,8,1,0,0,1,1,4,1,22,23,36.1,0,0,38.0,4,4,1,1,5,4,5,1,4,4,1,4,4,1,4,5,4,5,6,6,3,2,2,6,4,3,5,1,1,4,1,1630174,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:49.714068
Overall,2024-25,76,62,14,0.816,1743.9,355,728,0.488,130,339,0.383,74,89,0.831,81,214,295,134,69,60,18,39,101,68,914,514,1634.0,2,0,1629.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByGeneralSplits,0,2025-08-10T12:51:54.759517
Location,Home,37,31,6,0.838,869.6566666666666,175,366,0.478,60,171,0.351,35,42,0.833,46,99,145,69,37,32,9,24,43,29,445,248,808.5,1,0,801.0,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,3,2,2,2,2,2,1,1,2,1,1630598,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:54.759517
Location,Neutral,1,1,0,1.0,9.716666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,-2,0.0,0,0,0.0,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,1,3,1,1630598,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:54.759517
Location,Road,38,30,8,0.789,864.5266666666666,180,362,0.497,70,168,0.417,39,47,0.83,35,115,150,65,32,28,9,15,56,39,469,268,825.5,1,0,828.0,1,2,3,3,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByGeneralSplits,1,2025-08-10T12:51:54.759517
Wins/Losses,Wins,62,62,0,1.0,1439.15,302,605,0.499,109,275,0.396,65,76,0.855,69,176,245,119,58,53,15,35,76,60,778,608,1396.5,2,0,1387.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByGeneralSplits,2,2025-08-10T12:51:54.759517
Wins/Losses,Losses,14,0,14,0.0,304.75,53,123,0.431,21,64,0.328,9,13,0.692,12,38,50,15,11,7,3,4,25,8,136,-94,237.5,0,0,242.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1630598,PlayerDashboardByGeneralSplits,2,2025-08-10T12:51:54.759517
Month,October,4,4,0,1.0,71.2,16,28,0.571,2,9,0.222,2,2,1.0,2,11,13,6,5,2,2,2,7,3,36,25,67.6,0,0,65.0,7,6,1,1,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,7,5,1,1,7,7,7,7,2,1,7,1,1630598,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:54.759517
Month,November,15,11,4,0.733,323.7916666666667,52,124,0.419,27,60,0.45,8,11,0.727,20,39,59,23,11,13,3,11,19,10,139,56,281.3,0,0,280.0,1,2,6,5,3,4,3,7,2,3,2,5,3,6,2,2,2,4,2,2,2,7,5,3,4,5,2,2,1,2,1,1630598,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:54.759517
Month,December,13,12,1,0.923,237.42166666666665,42,92,0.457,15,47,0.319,10,11,0.909,5,25,30,13,11,14,3,5,12,10,109,81,204.5,0,0,201.0,3,1,2,2,5,5,5,5,4,5,5,3,3,3,5,6,6,6,2,1,2,4,4,3,5,3,5,2,1,5,1,1630598,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:54.759517
Month,January,14,10,4,0.714,325.29,60,108,0.556,15,49,0.306,9,11,0.818,17,36,53,28,12,5,3,4,22,7,144,75,261.6,0,0,256.0,2,4,6,6,2,2,4,2,4,4,6,4,3,5,3,3,3,1,1,5,2,3,7,6,3,4,4,2,1,4,1,1630598,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:54.759517
Month,February,13,11,2,0.846,357.23333333333335,93,172,0.541,36,79,0.456,21,23,0.913,23,43,66,25,11,11,5,5,19,16,243,136,396.7,2,0,402.0,3,2,4,4,1,1,1,3,1,1,1,1,1,2,1,1,1,2,2,3,1,4,5,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:54.759517
Month,March,11,10,1,0.909,272.5883333333333,58,130,0.446,25,64,0.391,7,11,0.636,9,34,43,24,9,10,2,9,11,9,148,110,262.6,0,0,264.0,5,4,2,3,4,3,2,6,3,2,3,6,3,7,4,4,4,3,6,4,5,6,2,5,2,2,3,2,1,3,1,1630598,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:54.759517
Month,April,6,4,2,0.667,156.375,34,74,0.459,10,31,0.323,17,20,0.85,5,26,31,15,10,5,0,3,11,13,95,31,159.7,0,0,161.0,6,6,4,7,6,6,6,4,6,6,4,2,2,4,5,5,5,5,5,5,7,2,2,2,6,6,6,2,1,6,1,1630598,PlayerDashboardByGeneralSplits,3,2025-08-10T12:51:54.759517
Pre/Post All-Star,Pre All-Star,54,44,10,0.815,1190.6133333333332,232,466,0.498,83,218,0.381,41,48,0.854,58,142,200,85,46,42,13,27,70,41,588,341,1074.5,2,0,1066.0,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1630598,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:54.759517
Pre/Post All-Star,Post All-Star,22,18,4,0.818,553.2866666666666,123,262,0.469,47,121,0.388,33,41,0.805,23,72,95,49,23,18,5,12,31,27,326,173,559.5,0,0,563.0,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1630598,PlayerDashboardByGeneralSplits,4,2025-08-10T12:51:54.759517
Starting Position,Starters,26,22,4,0.846,702.0033333333333,153,312,0.49,57,146,0.39,33,38,0.868,37,82,119,53,31,28,4,16,39,31,396,224,683.3,2,0,689.0,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1630598,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:54.759517
Starting Position,Bench,50,40,10,0.8,1041.8966666666668,202,416,0.486,73,193,0.378,41,51,0.804,44,132,176,81,38,32,14,23,62,37,518,290,950.7,0,0,940.0,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1630598,PlayerDashboardByGeneralSplits,5,2025-08-10T12:51:54.759517
Days Rest,0 Days Rest,15,10,5,0.667,371.6,72,147,0.49,30,73,0.411,9,10,0.9,20,49,69,21,12,12,5,5,23,11,183,-3,336.3,1,0,337.0,2,2,5,5,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,4,5,2,2,6,2,1,1,2,1,1630598,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:54.759517
Days Rest,1 Days Rest,45,39,6,0.867,1071.4333333333334,220,450,0.489,78,199,0.392,51,62,0.823,49,126,175,87,42,43,9,27,58,44,569,429,1023.5,0,0,1013.0,1,1,6,3,1,1,1,4,1,1,4,1,1,4,1,1,1,1,1,1,1,6,6,1,1,1,1,3,1,1,1,1630598,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:54.759517
Days Rest,2 Days Rest,10,8,2,0.8,190.0,45,95,0.474,15,50,0.3,5,7,0.714,8,23,31,17,10,3,0,6,12,6,110,73,171.7,1,0,179.0,3,3,4,4,3,3,3,5,3,3,5,4,3,5,3,3,3,3,3,3,5,5,4,3,3,2,3,1,1,3,1,1630598,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:54.759517
Days Rest,3 Days Rest,2,2,0,1.0,28.9,3,8,0.375,1,4,0.25,2,2,1.0,2,2,4,3,0,0,1,1,2,2,9,7,21.3,0,0,19.0,5,4,1,1,5,5,5,6,5,5,6,5,5,1,4,6,5,5,6,6,4,3,1,5,5,3,5,3,1,5,1,1630598,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:54.759517
Days Rest,4 Days Rest,1,1,0,1.0,21.5,3,6,0.5,1,2,0.5,1,2,0.5,1,3,4,0,2,1,0,0,2,2,8,4,13.8,0,0,15.0,6,6,1,1,6,5,6,2,5,6,1,6,5,6,5,5,5,6,5,4,5,1,1,5,6,4,6,3,1,6,1,1630598,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:54.759517
Days Rest,6+ Days Rest,3,2,1,0.667,60.46666666666667,12,22,0.545,5,11,0.455,6,6,1.0,1,11,12,6,3,1,3,0,4,3,35,4,67.4,0,0,66.0,4,4,3,5,4,4,4,1,4,4,2,3,4,1,5,4,4,4,4,4,3,1,3,4,4,4,4,3,1,4,1,1630598,PlayerDashboardByGeneralSplits,6,2025-08-10T12:51:54.759517
Overall,2024,5,2,3,0.4,126.20166666666667,29,68,0.426,18,45,0.4,4,6,0.667,3,10,13,7,3,3,0,2,9,8,80,-20,112.1,0,0,124.0,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1641745,PlayerDashboardByGeneralSplits,0,2025-08-10T12:52:03.549200
Overall,2024-25,38,35,3,0.921,231.29833333333335,35,116,0.302,22,83,0.265,3,4,0.75,9,25,34,17,5,9,3,2,18,5,96,46,193.3,0,0,193.0,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1641745,PlayerDashboardByGeneralSplits,0,2025-08-10T12:52:03.549200
Location,Home,23,23,0,1.0,165.28166666666667,27,85,0.318,17,59,0.288,3,4,0.75,8,16,24,13,4,7,2,3,13,7,75,20,146.3,0,0,147.0,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1641745,PlayerDashboardByGeneralSplits,1,2025-08-10T12:52:03.550200
Location,Road,20,14,6,0.7,192.21833333333333,37,99,0.374,23,69,0.333,4,6,0.667,4,19,23,11,4,5,1,1,14,6,101,6,159.1,0,0,170.0,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1641745,PlayerDashboardByGeneralSplits,1,2025-08-10T12:52:03.550200
Wins/Losses,Wins,37,37,0,1.0,266.98333333333335,41,128,0.32,23,87,0.264,4,6,0.667,10,28,38,19,7,9,2,4,22,9,110,47,210.1,0,0,212.0,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1641745,PlayerDashboardByGeneralSplits,2,2025-08-10T12:52:03.550200
Wins/Losses,Losses,6,0,6,0.0,90.51666666666667,23,56,0.411,17,41,0.415,3,4,0.75,2,7,9,5,1,3,1,0,5,4,66,-21,95.3,0,0,105.0,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1641745,PlayerDashboardByGeneralSplits,2,2025-08-10T12:52:03.550200
Month,October,4,4,0,1.0,7.266666666666667,2,2,1.0,2,2,1.0,0,0,0.0,0,1,1,0,0,1,0,0,2,0,6,0,10.2,0,0,11.0,6,4,1,1,8,5,8,1,5,8,1,4,4,4,6,5,6,4,5,4,4,1,2,4,5,4,6,1,1,6,1,1641745,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:03.550200
Month,November,5,4,1,0.8,22.515,2,13,0.154,2,12,0.167,0,0,0.0,1,3,4,0,0,1,0,0,2,0,6,-3,13.8,0,0,14.0,3,4,5,6,5,5,5,7,5,5,7,4,4,4,3,4,4,4,5,4,4,1,2,4,5,5,5,1,1,5,1,1641745,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:03.550200
Month,December,2,2,0,1.0,10.25,1,5,0.2,1,5,0.2,0,0,0.0,1,0,1,0,0,0,0,0,0,0,3,13,4.2,0,0,5.0,8,7,1,1,7,7,7,6,7,7,5,4,4,4,3,7,6,4,5,7,4,1,1,4,7,3,8,1,1,7,1,1641745,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:03.550200
Month,January,4,3,1,0.75,16.23,0,11,0.0,0,9,0.0,0,0,0.0,1,1,2,0,1,0,1,1,2,0,0,-9,4.4,0,0,4.0,6,6,5,7,6,8,6,8,8,6,8,4,4,4,3,5,5,4,3,7,1,6,2,4,8,6,7,1,1,8,1,1641745,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:03.550200
Month,February,8,7,1,0.875,37.27166666666667,8,25,0.32,3,17,0.176,0,0,0.0,0,0,0,0,0,3,1,0,2,0,19,-12,31.0,0,0,30.0,2,2,5,5,4,3,3,5,4,3,6,4,4,4,6,7,8,4,5,1,1,1,2,4,4,7,4,1,1,4,1,1641745,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:03.550200
Month,March,10,10,0,1.0,78.115,14,37,0.378,10,22,0.455,2,2,1.0,6,12,18,13,3,3,1,1,7,4,41,38,91.1,0,0,90.0,1,1,1,1,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,6,7,2,2,1,2,1,1,2,2,1641745,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:03.550200
Month,April,5,5,0,1.0,59.65,8,23,0.348,4,16,0.25,1,2,0.5,0,8,8,4,1,1,0,0,3,1,21,19,38.6,0,0,39.0,3,3,1,1,3,3,4,4,3,4,4,3,2,3,6,3,3,3,3,4,4,1,6,3,3,2,3,1,1,3,1,1641745,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:03.550200
Month,July,5,2,3,0.4,126.20166666666667,29,68,0.426,18,45,0.4,4,6,0.667,3,10,13,7,3,3,0,2,9,8,80,-20,112.1,0,0,124.0,3,7,8,8,1,1,1,2,1,1,3,1,1,2,2,2,2,2,1,1,4,8,8,1,1,8,1,1,1,1,1,1641745,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:03.550200
Pre/Post All-Star,Pre All-Star,27,21,6,0.778,218.36833333333334,41,123,0.333,25,89,0.281,4,6,0.667,6,15,21,7,4,8,2,3,17,8,111,-34,172.7,0,0,184.0,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1641745,PlayerDashboardByGeneralSplits,4,2025-08-10T12:52:03.550200
Pre/Post All-Star,Post All-Star,16,16,0,1.0,139.13166666666666,23,61,0.377,15,39,0.385,3,4,0.75,6,20,26,17,4,4,1,1,10,5,65,60,132.7,0,0,133.0,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1641745,PlayerDashboardByGeneralSplits,4,2025-08-10T12:52:03.550200
Starting Position,Starters,6,3,3,0.5,154.535,39,88,0.443,26,56,0.464,6,8,0.75,5,15,20,12,4,4,0,2,12,12,111,19,161.0,0,0,177.0,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1641745,PlayerDashboardByGeneralSplits,5,2025-08-10T12:52:03.550200
Starting Position,Bench,37,34,3,0.919,202.965,25,96,0.26,14,72,0.194,1,2,0.5,7,20,27,12,4,8,3,2,15,1,65,7,144.4,0,0,140.0,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1641745,PlayerDashboardByGeneralSplits,5,2025-08-10T12:52:03.550200
Days Rest,0 Days Rest,9,8,1,0.889,67.32166666666667,11,28,0.393,4,17,0.235,1,2,0.5,2,7,9,2,2,1,0,2,7,4,27,5,41.8,0,0,44.0,2,2,3,4,3,3,4,2,4,4,4,3,3,3,3,3,3,4,2,3,3,7,6,2,3,2,3,1,1,3,1,1641745,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:03.551200
Days Rest,1 Days Rest,15,14,1,0.933,140.365,23,68,0.338,12,48,0.25,3,4,0.75,5,15,20,10,2,5,0,0,12,2,61,0,113.0,0,0,113.0,1,1,3,3,1,1,1,3,2,1,3,1,1,1,1,1,1,1,2,1,3,1,7,3,1,3,1,1,1,1,1,1641745,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:03.551200
Days Rest,2 Days Rest,7,5,2,0.714,89.09666666666666,21,48,0.438,15,28,0.536,3,4,0.75,3,9,12,9,4,4,2,1,5,6,61,37,102.9,0,0,109.0,3,3,7,6,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,5,5,1,1,1,2,1,1,2,2,1641745,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:03.551200
Days Rest,3 Days Rest,3,2,1,0.667,12.86,1,9,0.111,1,7,0.143,0,0,0.0,1,1,2,0,0,1,0,0,1,0,3,-3,8.4,0,0,8.0,5,5,3,7,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,3,3,1,2,5,5,6,5,1,1,5,1,1641745,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:03.551200
Days Rest,4 Days Rest,2,2,0,1.0,1.9233333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-2,0.0,0,0,0.0,6,5,1,1,6,6,7,6,6,7,6,4,4,4,6,6,6,5,4,6,3,1,2,5,6,5,6,1,1,6,1,1641745,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:03.551200
Days Rest,5 Days Rest,1,1,0,1.0,1.7833333333333334,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,0.0,7,7,1,1,7,6,6,6,6,6,6,4,4,4,6,6,6,5,4,6,3,1,1,5,6,4,6,1,1,6,1,1641745,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:03.551200
Days Rest,6+ Days Rest,6,5,1,0.833,44.15,8,30,0.267,8,27,0.296,0,0,0.0,1,3,4,3,0,1,1,1,1,1,24,-10,39.3,0,0,43.0,4,3,3,5,4,4,3,4,3,3,2,4,4,4,4,4,4,3,4,3,2,5,2,4,4,7,4,1,1,4,1,1641745,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:03.551200
Overall,2024,4,2,2,0.5,100.355,23,37,0.622,0,2,0.0,14,16,0.875,15,20,35,3,11,7,4,2,18,10,60,18,128.5,1,0,120.0,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1641766,PlayerDashboardByGeneralSplits,0,2025-08-10T12:52:09.635555
Overall,2024-25,15,5,10,0.333,320.8616666666667,79,149,0.53,5,12,0.417,15,20,0.75,56,60,116,19,22,7,14,17,34,31,186,-45,394.7,6,0,368.0,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1641766,PlayerDashboardByGeneralSplits,0,2025-08-10T12:52:09.635555
Location,Home,9,6,3,0.667,179.60666666666665,37,73,0.507,1,6,0.167,16,18,0.889,36,34,70,10,13,8,10,7,15,19,95,16,235.0,4,0,212.0,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1641766,PlayerDashboardByGeneralSplits,1,2025-08-10T12:52:09.635555
Location,Road,10,1,9,0.1,241.61,65,113,0.575,4,8,0.5,13,18,0.722,35,46,81,12,20,6,8,12,37,22,151,-43,288.2,3,0,276.0,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1641766,PlayerDashboardByGeneralSplits,1,2025-08-10T12:52:09.635555
Wins/Losses,Wins,7,7,0,1.0,151.00666666666666,33,53,0.623,1,3,0.333,13,15,0.867,26,26,52,8,12,7,6,4,12,15,81,40,182.4,2,0,168.0,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1641766,PlayerDashboardByGeneralSplits,2,2025-08-10T12:52:09.635555
Wins/Losses,Losses,12,0,12,0.0,270.21,69,133,0.519,4,11,0.364,16,21,0.762,45,54,99,14,21,7,12,15,40,26,165,-67,340.8,5,0,320.0,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1641766,PlayerDashboardByGeneralSplits,2,2025-08-10T12:52:09.635555
Month,October,1,1,0,1.0,8.75,2,4,0.5,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,1,1,1,4,-6,6.7,0,0,6.0,5,4,1,1,5,5,5,5,4,5,4,5,5,5,5,5,5,5,6,4,5,2,2,5,5,4,5,3,1,5,1,1641766,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:09.635555
Month,November,2,0,2,0.0,4.9816666666666665,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,0,0,0,2,-1,2.2,0,0,3.0,4,5,3,5,6,6,6,1,4,5,4,5,5,5,5,5,5,6,5,4,5,1,1,6,6,2,6,3,1,6,1,1641766,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:09.635555
Month,December,4,2,2,0.5,92.13333333333334,20,32,0.625,2,2,1.0,3,4,0.75,11,13,24,4,5,1,2,3,10,6,46,-5,84.8,0,0,82.0,2,1,3,2,3,3,3,2,1,2,1,3,3,3,3,3,3,2,3,3,3,5,4,3,3,3,3,3,1,3,2,1641766,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:09.635555
Month,January,7,2,5,0.286,184.68833333333333,46,95,0.484,2,9,0.222,11,14,0.786,41,41,82,12,14,6,11,12,22,22,111,-11,264.4,6,0,241.0,1,1,6,4,1,1,1,6,1,1,3,2,2,2,1,1,1,1,1,2,1,6,6,1,1,5,1,1,1,1,1,1641766,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:09.635555
