GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,game_id,game_date,endpoint,dataframe_index,collection_timestamp,TEAM_NAME
0022401199,1610612747,LAL,Los Angeles,1629216.0,Gabe Vincent,Gabe,,DNP - Coach's Decision,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1631200.0,Kris Murray,Kris,F,,29:50,2.0,2.0,5.0,6.0,11.0,8.0,8.0,14.0,1.0,2.0,0.0,1.0,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1641739.0,Toumani Camara,Toumani,F,,21:37,0.0,5.0,0.0,2.0,6.0,5.0,6.0,8.0,0.0,0.0,3.0,0.0,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1642270.0,Donovan Clingan,Donovan,C,,24:40,2.0,8.0,2.0,12.0,6.0,5.0,8.0,10.0,2.0,2.0,3.0,6.0,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1629680.0,Matisse Thybulle,Matisse,G,,29:09,4.0,7.0,2.0,4.0,7.0,6.0,7.0,22.0,1.0,1.0,2.0,5.0,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1630625.0,Dalano Banton,Dalano,G,,36:17,13.0,6.0,6.0,8.0,8.0,5.0,12.0,22.0,0.0,2.0,2.0,3.0,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1641712.0,Rayan Rupert,Rayan,,,27:37,0.0,0.0,4.0,4.0,12.0,5.0,9.0,22.0,1.0,0.0,5.0,3.0,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1631321.0,Sidy Cissoko,Sidy,,,29:01,0.0,2.0,0.0,6.0,9.0,3.0,8.0,28.0,1.0,2.0,0.0,2.0,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1631303.0,Justin Minaya,Justin,,,18:29,0.0,2.0,0.0,2.0,7.0,0.0,6.0,20.0,0.0,0.0,1.0,0.0,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1631133.0,Jabari Walker,Jabari,,,23:20,0.0,2.0,0.0,8.0,9.0,3.0,6.0,24.0,0.0,2.0,0.0,1.0,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1630166.0,Deni Avdija,Deni,,DND - Injury/Illness,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,203924.0,Jerami Grant,Jerami,,DND - Injury/Illness,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1630703.0,Scoot Henderson,Scoot,,DND - Concussion Protocol,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1641871.0,Duop Reath,Duop,,DNP - Coach's Decision,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1631101.0,Shaedon Sharpe,Shaedon,,DND - Injury/Illness,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,1629014.0,Anfernee Simons,Anfernee,,DND - Injury/Illness,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:45.574040,
0022401199,1610612757,POR,Portland,,,,,,240:00,21.0,34.0,19.0,52.0,15.0,8.0,14.0,34.0,6.0,11.0,16.0,21.0,0022401199,2025-04-13,BoxScoreMiscV2,1,2025-08-10T12:34:45.574040,Trail Blazers
0022401199,1610612747,LAL,Los Angeles,,,,,,240:00,15.0,8.0,14.0,34.0,21.0,34.0,19.0,52.0,11.0,6.0,21.0,16.0,0022401199,2025-04-13,BoxScoreMiscV2,1,2025-08-10T12:34:45.574040,Lakers
0022401197,1610612761,TOR,Toronto,1642419.0,Jamison Battle,Jamison,F,,42:21,3.0,3.0,0.0,2.0,13.0,9.0,18.0,52.0,0.0,0.0,5.0,0.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1630567.0,Scottie Barnes,Scottie,F,,36:34,4.0,4.0,8.0,20.0,12.0,10.0,15.0,44.0,0.0,0.0,0.0,2.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1642367.0,Jonathan Mogbo,Jonathan,C,,34:55,0.0,2.0,0.0,6.0,13.0,9.0,13.0,40.0,0.0,0.0,3.0,1.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1630534.0,Ochai Agbaji,Ochai,G,,37:31,2.0,0.0,2.0,8.0,10.0,10.0,13.0,40.0,1.0,1.0,5.0,1.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1642347.0,Jamal Shead,Jamal,G,,36:13,0.0,3.0,3.0,4.0,11.0,10.0,12.0,40.0,0.0,1.0,3.0,4.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1630658.0,Colin Castleton,Colin,,,29:16,4.0,0.0,2.0,10.0,7.0,1.0,9.0,36.0,0.0,0.0,6.0,2.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1630639.0,A.J. Lawson,A.J.,,,21:18,5.0,0.0,7.0,4.0,9.0,1.0,7.0,32.0,0.0,0.0,1.0,3.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,202066.0,Garrett Temple,Garrett,,,1:52,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1629628.0,RJ Barrett,RJ,,DND - Rest,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1628449.0,Chris Boucher,Chris,,DND - Injury/Illness,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1630193.0,Immanuel Quickley,Immanuel,,DND - Rest,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,1631197.0,Jared Rhoden,Jared,,DND - Injury/Illness,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1630577.0,Julian Champagnie,Julian,F,,34:45,0.0,0.0,0.0,0.0,6.0,6.0,13.0,42.0,1.0,0.0,1.0,0.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,203084.0,Harrison Barnes,Harrison,F,,34:12,0.0,0.0,0.0,4.0,11.0,9.0,18.0,40.0,0.0,0.0,0.0,4.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,202687.0,Bismack Biyombo,Bismack,C,,14:03,0.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,0.0,0.0,1.0,0.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1642264.0,Stephon Castle,Stephon,G,,37:16,0.0,0.0,3.0,8.0,18.0,12.0,19.0,48.0,0.0,1.0,2.0,6.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,101108.0,Chris Paul,Chris,G,,33:51,3.0,5.0,0.0,2.0,6.0,9.0,13.0,40.0,0.0,0.0,2.0,3.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1630572.0,Sandro Mamukelashvili,Sandro,,,18:58,2.0,0.0,2.0,12.0,9.0,6.0,9.0,20.0,0.0,0.0,1.0,1.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1629640.0,Keldon Johnson,Keldon,,,27:12,4.0,3.0,3.0,18.0,9.0,10.0,7.0,28.0,1.0,0.0,0.0,5.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1631103.0,Malaki Branham,Malaki,,,16:44,2.0,0.0,6.0,6.0,12.0,3.0,11.0,16.0,0.0,0.0,3.0,1.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1631104.0,Blake Wesley,Blake,,,19:31,2.0,0.0,2.0,4.0,12.0,3.0,13.0,20.0,0.0,0.0,2.0,3.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1629162.0,Jordan McLaughlin,Jordan,,,3:28,2.0,0.0,2.0,2.0,5.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1629646.0,Charles Bassey,Charles,,DNP - Coach's Decision,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1630561.0,David Duke Jr.,David,,DNP - Coach's Decision,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612759,SAS,San Antonio,1631127.0,Harrison Ingram,Harrison,,DNP - Coach's Decision,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.256218,
0022401197,1610612761,TOR,Toronto,,,,,,240:00,18.0,12.0,22.0,54.0,15.0,10.0,18.0,58.0,1.0,2.0,23.0,13.0,0022401197,2025-04-13,BoxScoreMiscV2,1,2025-08-10T12:34:46.256218,Raptors
0022401197,1610612759,SAS,San Antonio,,,,,,240:00,15.0,10.0,18.0,58.0,18.0,12.0,22.0,54.0,2.0,1.0,13.0,23.0,0022401197,2025-04-13,BoxScoreMiscV2,1,2025-08-10T12:34:46.256218,Spurs
0022401200,1610612756,PHX,Phoenix,1628960.0,Grayson Allen,Grayson,F,,27:42,0.0,0.0,0.0,6.0,11.0,6.0,9.0,22.0,0.0,1.0,1.0,0.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,1642346.0,Ryan Dunn,Ryan,F,,29:46,0.0,5.0,0.0,6.0,7.0,5.0,6.0,22.0,1.0,1.0,1.0,0.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,203486.0,Mason Plumlee,Mason,C,,21:59,0.0,0.0,0.0,4.0,8.0,6.0,9.0,20.0,0.0,0.0,0.0,0.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,1631221.0,Collin Gillespie,Collin,G,,28:13,0.0,0.0,0.0,2.0,10.0,2.0,9.0,22.0,0.0,0.0,1.0,2.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,1626145.0,Tyus Jones,Tyus,G,,25:55,9.0,0.0,7.0,6.0,7.0,3.0,8.0,20.0,0.0,0.0,0.0,1.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,1642345.0,Oso Ighodaro,Oso,,,26:01,2.0,2.0,0.0,8.0,12.0,8.0,2.0,24.0,0.0,0.0,2.0,1.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,1626220.0,Royce O'Neale,Royce,,,21:05,0.0,0.0,0.0,2.0,18.0,12.0,5.0,18.0,0.0,0.0,1.0,1.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,1628998.0,Cody Martin,Cody,,,12:25,0.0,0.0,0.0,0.0,9.0,6.0,2.0,12.0,0.0,1.0,1.0,0.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,1628420.0,Monté Morris,Monté,,,21:02,0.0,0.0,0.0,2.0,15.0,11.0,5.0,20.0,0.0,1.0,2.0,0.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,1631102.0,TyTy Washington Jr.,TyTy,,,12:59,0.0,0.0,0.0,0.0,3.0,11.0,0.0,18.0,0.0,0.0,0.0,1.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
0022401200,1610612756,PHX,Phoenix,1627814.0,Damion Lee,Damion,,,5:33,2.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0022401200,2025-04-13,BoxScoreMiscV2,0,2025-08-10T12:34:46.914519,
