gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,effectiveFieldGoalPercentage,freeThrowAttemptRate,teamTurnoverPercentage,offensiveReboundPercentage,oppEffectiveFieldGoalPercentage,oppFreeThrowAttemptRate,oppTeamTurnoverPercentage,oppOffensiveReboundPercentage,game_id,game_date,endpoint,dataframe_index,collection_timestamp
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1642419.0,Jamison,Battle,J. Battle,jamison-battle,F,,77,42:21,0.545,0.136,0.129,0.02,0.595,0.351,0.12,0.152,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1630567.0,Scottie,Barnes,S. Barnes,scottie-barnes,F,,4,36:34,0.527,0.189,0.136,0.071,0.543,0.377,0.112,0.257,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1642367.0,Jonathan,Mogbo,J. Mogbo,jonathan-mogbo,C,,2,34:55,0.549,0.183,0.142,0.103,0.533,0.361,0.126,0.267,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1630534.0,Ochai,Agbaji,O. Agbaji,ochai-agbaji,G,,30,37:31,0.519,0.115,0.124,0.022,0.546,0.431,0.115,0.242,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1642347.0,Jamal,Shead,J. Shead,jamal-shead,G,,23,36:13,0.574,0.135,0.126,0.049,0.585,0.354,0.106,0.258,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1630658.0,Colin,Castleton,C. Castleton,colin-castleton,,,11,29:16,0.553,0.175,0.081,0.032,0.592,0.388,0.116,0.19,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1630639.0,A.J.,Lawson,A. Lawson,aj-lawson,,,0,21:18,0.551,0.308,0.127,0.0,0.676,0.412,0.139,0.25,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,202066.0,Garrett,Temple,G. Temple,garrett-temple,,,17,1:52,0.75,0.0,0.0,0.0,1.0,0.667,0.205,0.0,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1629628.0,RJ,Barrett,R. Barrett,rj-barrett,,DND - Rest,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1628449.0,Chris,Boucher,C. Boucher,chris-boucher,,DND - Injury/Illness,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
