gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,usagePercentage,percentageFieldGoalsMade,percentageFieldGoalsAttempted,percentageThreePointersMade,percentageThreePointersAttempted,percentageFreeThrowsMade,percentageFreeThrowsAttempted,percentageReboundsOffensive,percentageReboundsDefensive,percentageReboundsTotal,percentageAssists,percentageTurnovers,percentageSteals,percentageBlocks,percentageBlocksAllowed,percentagePersonalFouls,percentagePersonalFoulsDrawn,percentagePoints,game_id,game_date,endpoint,dataframe_index,collection_timestamp
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,202687.0,Bismack,Biyombo,B. Biyombo,bismack-biyombo,C,,,14:03,0.125,0.071,0.111,0.0,0.0,0.0,0.0,0.5,0.429,0.438,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.051,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1642264.0,Stephon,Castle,S. Castle,stephon-castle,G,,,37:16,0.264,0.167,0.242,0.111,0.111,0.391,0.346,0.125,0.226,0.205,0.333,0.4,0.0,0.0,1.0,0.222,0.375,0.217,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,101108.0,Chris,Paul,C. Paul,chris-paul,G,,,33:51,0.208,0.167,0.213,0.182,0.25,0.176,0.2,0.2,0.214,0.212,0.4,0.167,0.5,0.0,0.0,0.222,0.2,0.17,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1630572.0,Sandro,Mamukelashvili,S. Mamukelashvili,sandro-mamukelashvili,,,,18:58,0.196,0.353,0.258,0.0,0.167,0.0,0.0,0.0,0.25,0.211,0.5,0.143,0.25,0.0,0.0,0.167,0.091,0.255,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1629640.0,Keldon,Johnson,K. Johnson,keldon-johnson,,,,27:12,0.286,0.4,0.333,0.25,0.286,0.1,0.208,0.75,0.25,0.321,0.0,0.286,0.0,1.0,0.0,0.0,0.263,0.311,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1631103.0,Malaki,Branham,M. Branham,malaki-branham,,,,16:44,0.116,0.235,0.143,0.5,0.1,0.182,0.167,0.25,0.118,0.143,0.0,0.0,0.25,0.0,0.0,0.5,0.1,0.234,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1631104.0,Blake,Wesley,B. Wesley,blake-wesley,,,,19:31,0.204,0.118,0.147,0.0,0.167,0.308,0.286,0.0,0.067,0.053,0.444,0.5,0.5,0.0,0.0,0.286,0.333,0.167,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1629162.0,Jordan,McLaughlin,J. McLaughlin,jordan-mclaughlin,,,,3:28,0.2,0.25,0.333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1629646.0,Charles,Bassey,C. Bassey,charles-bassey,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1630561.0,David,Duke Jr.,D. Duke Jr.,david-duke-jr,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1631127.0,Harrison,Ingram,H. Ingram,harrison-ingram,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:42.572111
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,,,,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401197,2025-04-13,BoxScoreUsageV3,1,2025-08-10T12:39:42.572111
0022401197,1610612761,Toronto,Raptors,TOR,raptors,,,,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401197,2025-04-13,BoxScoreUsageV3,1,2025-08-10T12:39:42.572111
0022401200,1610612756,Phoenix,Suns,PHX,suns,1628960.0,Grayson,Allen,G. Allen,grayson-allen,F,,,27:42,0.271,0.32,0.265,0.333,0.259,0.0,0.0,0.0,0.133,0.105,0.238,0.375,0.0,0.0,0.5,0.333,0.0,0.323,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1642346.0,Ryan,Dunn,R. Dunn,ryan-dunn,F,,,29:46,0.179,0.172,0.19,0.167,0.176,0.0,0.0,0.75,0.222,0.385,0.136,0.143,0.2,1.0,0.333,0.2,0.0,0.169,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,203486.0,Mason,Plumlee,M. Plumlee,mason-plumlee,C,,,21:59,0.087,0.111,0.111,0.0,0.05,0.0,0.0,0.0,0.5,0.417,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1631221.0,Collin,Gillespie,C. Gillespie,collin-gillespie,G,,,28:13,0.155,0.174,0.137,0.3,0.214,1.0,1.0,0.0,0.231,0.158,0.167,0.167,0.667,0.0,0.0,0.2,0.667,0.211,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1626145.0,Tyus,Jones,T. Jones,tyus-jones,G,,,25:55,0.246,0.28,0.271,0.273,0.241,0.0,0.0,0.0,0.133,0.095,0.19,0.125,0.25,0.0,0.0,0.0,0.5,0.274,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1642345.0,Oso,Ighodaro,O. Ighodaro,oso-ighodaro,,,,26:01,0.175,0.227,0.146,0.0,0.0,0.0,0.0,0.286,0.111,0.16,0.231,0.429,0.25,0.0,0.0,0.286,0.25,0.189,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1626220.0,Royce,O'Neale,R. O'Neale,royce-oneale,,,,21:05,0.217,0.133,0.265,0.167,0.444,0.0,0.0,0.0,0.231,0.176,0.3,0.111,0.25,0.0,0.0,0.25,0.333,0.139,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1628998.0,Cody,Martin,C. Martin,cody-martin,,,,12:25,0.154,0.125,0.158,0.0,0.154,0.0,0.0,0.0,0.25,0.182,0.2,0.2,0.0,0.0,1.0,0.2,0.0,0.1,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1628420.0,Monté,Morris,M. Morris,monté-morris,,,,21:02,0.171,0.214,0.219,0.5,0.308,0.0,0.0,0.333,0.182,0.214,0.286,0.0,0.0,0.0,0.5,0.5,0.0,0.25,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1631102.0,TyTy,Washington Jr.,T. Washington Jr.,tyty-washington-jr,,,,12:59,0.231,0.091,0.227,0.0,0.125,0.0,0.5,0.0,0.125,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.077,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1627814.0,Damion,Lee,D. Lee,damion-lee,,,,5:33,0.364,0.4,0.4,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1629626.0,Bol,Bol,B. Bol,bol-bol,,,,4:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,1641779.0,Jalen,Bridges,J. Bridges,jalen-bridges,,,,2:46,0.333,0.0,0.2,0.0,0.5,1.0,1.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,201942.0,DeMar,DeRozan,D. DeRozan,demar-derozan,F,,,27:33,0.193,0.143,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.286,0.0,0.0,1.0,0.333,0.0,0.118,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,1631099.0,Keegan,Murray,K. Murray,keegan-murray,F,,,22:43,0.163,0.125,0.178,0.0,0.2,0.0,0.0,0.0,0.389,0.292,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,1627734.0,Domantas,Sabonis,D. Sabonis,domantas-sabonis,C,,,23:43,0.245,0.333,0.227,0.4,0.211,0.0,0.0,0.8,0.5,0.571,0.353,0.4,0.75,0.0,0.0,0.0,0.25,0.339,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,203897.0,Zach,LaVine,Z. LaVine,zach-lavine,G,,,26:34,0.232,0.222,0.224,0.444,0.3,0.0,0.0,0.0,0.0,0.0,0.118,0.333,0.0,0.0,0.0,0.0,0.167,0.242,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,1631165.0,Keon,Ellis,K. Ellis,keon-ellis,G,,,28:45,0.136,0.138,0.157,0.091,0.208,0.0,0.0,0.0,0.111,0.091,0.15,0.0,0.167,1.0,0.0,0.667,0.0,0.127,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,202685.0,Jonas,Valančiūnas,J. Valančiūnas,jonas-valančiūnas,,,,20:58,0.289,0.476,0.289,0.0,0.0,1.0,1.0,0.75,0.467,0.526,0.286,0.4,0.0,0.0,0.0,0.5,0.4,0.458,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,1626168.0,Trey,Lyles,T. Lyles,trey-lyles,,,,24:45,0.179,0.174,0.217,0.286,0.389,0.333,0.333,0.0,0.154,0.095,0.063,0.0,0.333,0.0,0.0,0.0,0.333,0.196,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,1642269.0,Devin,Carter,D. Carter,devin-carter,,,,22:30,0.151,0.105,0.159,0.2,0.125,0.0,0.0,0.25,0.2,0.217,0.077,0.125,0.333,0.0,0.0,0.25,0.5,0.114,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,203926.0,Doug,McDermott,D. McDermott,doug-mcdermott,,,,14:43,0.242,0.154,0.308,0.667,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,1628365.0,Markelle,Fultz,M. Fultz,markelle-fultz,,,,12:00,0.154,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.182,0.5,0.2,0.0,0.5,0.0,0.333,1.0,0.174,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,1642403.0,Isaac,Jones,I. Jones,isaac-jones,,,,7:53,0.111,0.167,0.071,0.0,0.0,0.0,0.0,1.0,0.143,0.25,0.0,0.333,0.0,1.0,0.0,0.0,0.0,0.154,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,1629056.0,Terence,Davis,T. Davis,terence-davis,,,,7:53,0.111,0.0,0.143,0.0,0.25,0.0,0.0,0.0,0.143,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,203109.0,Jae,Crowder,J. Crowder,jae-crowder,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401200,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:39:58.461465
0022401200,1610612758,Sacramento,Kings,SAC,kings,,,,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401200,2025-04-13,BoxScoreUsageV3,1,2025-08-10T12:39:58.461465
0022401200,1610612756,Phoenix,Suns,PHX,suns,,,,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401200,2025-04-13,BoxScoreUsageV3,1,2025-08-10T12:39:58.461465
0022401188,1610612752,New York,Knicks,NYK,knicks,1628969.0,Mikal,Bridges,M. Bridges,mikal-bridges,F,,,0:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,200782.0,P.J.,Tucker,P. Tucker,pj-tucker,F,,,29:14,0.091,0.105,0.096,0.222,0.148,0.0,0.0,0.125,0.1,0.111,0.0,0.143,0.167,1.0,0.0,0.333,0.077,0.103,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1630173.0,Precious,Achiuwa,P. Achiuwa,precious-achiuwa,C,,,32:46,0.286,0.276,0.295,0.0,0.0,0.143,0.235,0.2,0.32,0.3,0.1,0.286,0.25,0.0,0.0,0.222,0.2,0.217,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1630540.0,Miles,McBride,M. McBride,miles-mcbride,G,,,29:58,0.239,0.231,0.25,0.273,0.36,0.167,0.133,0.0,0.19,0.143,0.444,0.25,0.429,0.0,0.0,0.158,0.083,0.227,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1626166.0,Cameron,Payne,C. Payne,cameron-payne,G,,,33:32,0.218,0.214,0.217,0.3,0.28,0.353,0.316,0.0,0.08,0.069,0.35,0.286,0.143,0.333,1.0,0.176,0.313,0.253,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1629013.0,Landry,Shamet,L. Shamet,landry-shamet,,,,40:26,0.204,0.265,0.233,0.5,0.382,0.19,0.167,0.143,0.048,0.071,0.0,0.0,0.125,0.0,0.0,0.125,0.182,0.282,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1642359.0,Pacôme,Dadiet,P. Dadiet,pacôme-dadiet,,,,11:02,0.185,0.125,0.143,0.0,0.083,0.333,0.429,0.6,0.25,0.444,0.0,0.333,0.0,0.0,0.0,0.167,0.333,0.154,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1642278.0,Tyler,Kolek,T. Kolek,tyler-kolek,,,,14:28,0.257,0.111,0.192,0.167,0.235,0.333,0.286,0.333,0.2,0.273,0.571,0.6,0.0,0.0,0.0,0.125,0.375,0.167,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1626153.0,Delon,Wright,D. Wright,delon-wright,,,,20:38,0.128,0.182,0.171,0.0,0.143,0.091,0.091,0.333,0.0,0.105,0.375,0.0,0.2,0.0,0.0,0.222,0.083,0.132,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1641755.0,Kevin,McCullar Jr.,K. McCullar Jr.,kevin-mccullar-jr,,,,21:30,0.098,0.063,0.114,0.0,0.056,0.154,0.154,0.0,0.4,0.364,0.154,0.0,0.25,0.5,0.5,0.273,0.231,0.077,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1630699.0,MarJon,Beauchamp,M. Beauchamp,marjon-beauchamp,,,,4:52,0.143,0.333,0.125,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.333,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,1641817.0,Anton,Watson,A. Watson,anton-watson,,,,1:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1630592.0,Jalen,Wilson,J. Wilson,jalen-wilson,F,,,37:58,0.148,0.207,0.196,0.455,0.286,0.1,0.167,0.0,0.138,0.118,0.222,0.0,0.0,0.0,0.0,0.133,0.105,0.228,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1630570.0,Trendon,Watford,T. Watford,trendon-watford,F,,,33:23,0.25,0.286,0.245,0.167,0.111,0.3,0.333,0.0,0.25,0.219,0.286,0.267,0.667,0.5,0.5,0.313,0.294,0.278,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1629651.0,Nic,Claxton,N. Claxton,nic-claxton,C,,,22:16,0.16,0.278,0.176,0.0,0.0,0.4,0.273,0.25,0.059,0.095,0.0,0.091,0.0,0.0,0.0,0.143,0.286,0.25,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1630553.0,Keon,Johnson,K. Johnson,keon-johnson,G,,,36:44,0.232,0.2,0.232,0.111,0.286,0.2,0.182,0.5,0.259,0.29,0.25,0.267,0.5,0.0,0.333,0.333,0.174,0.189,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1631213.0,Tyrese,Martin,T. Martin,tyrese-martin,G,,,31:20,0.3,0.308,0.292,0.286,0.3,0.222,0.154,0.4,0.2,0.233,0.077,0.375,0.0,0.5,0.0,0.133,0.125,0.294,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1641787.0,Tosan,Evbuomwan,T. Evbuomwan,tosan-evbuomwan,,,,20:26,0.064,0.0,0.029,0.0,0.0,0.25,0.222,0.0,0.267,0.222,0.556,0.143,0.5,0.0,1.0,0.267,0.143,0.038,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1631166.0,Drew,Timme,D. Timme,drew-timme,,,,30:42,0.231,0.167,0.234,0.125,0.24,0.154,0.222,0.0,0.381,0.333,0.143,0.222,0.0,0.0,0.0,0.105,0.429,0.159,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1630623.0,Tyson,Etienne,T. Etienne,tyson-etienne,,,,17:09,0.108,0.083,0.111,0.2,0.188,0.25,0.167,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.111,0.111,0.135,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1641727.0,Dariq,Whitehead,D. Whitehead,dariq-whitehead,,,,10:02,0.12,0.111,0.167,1.0,0.286,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.115,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1641736.0,Reece,Beekman,R. Beekman,reece-beekman,,DND - Injury/Illness,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1641721.0,Maxwell,Lewis,M. Lewis,maxwell-lewis,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,1630533.0,Ziaire,Williams,Z. Williams,ziaire-williams,,DND - Injury/Illness,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401188,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:07.788591
0022401188,1610612751,Brooklyn,Nets,BKN,nets,,,,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401188,2025-04-13,BoxScoreUsageV3,1,2025-08-10T12:40:07.788591
0022401188,1610612752,New York,Knicks,NYK,knicks,,,,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401188,2025-04-13,BoxScoreUsageV3,1,2025-08-10T12:40:07.788591
0022401192,1610612765,Detroit,Pistons,DET,pistons,1641842.0,Ronald,Holland II,R. Holland II,ronald-holland-ii,F,,,22:36,0.078,0.087,0.095,0.1,0.091,0.0,0.25,0.0,0.0,0.0,0.063,0.0,0.2,0.5,0.0,0.167,0.5,0.086,0022401192,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:16.283228
0022401192,1610612765,Detroit,Pistons,DET,pistons,202699.0,Tobias,Harris,T. Harris,tobias-harris,F,,,10:03,0.227,0.25,0.158,0.0,0.111,0.0,0.0,0.0,0.5,0.5,0.2,0.667,0.667,0.0,0.0,0.5,0.0,0.222,0022401192,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:16.283228
0022401192,1610612765,Detroit,Pistons,DET,pistons,1631105.0,Jalen,Duren,J. Duren,jalen-duren,C,,,8:21,0.222,0.286,0.188,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.25,0022401192,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:16.283228
0022401192,1610612765,Detroit,Pistons,DET,pistons,203501.0,Tim,Hardaway Jr.,T. Hardaway Jr.,tim-hardaway-jr,G,,,12:00,0.138,0.1,0.167,0.25,0.308,0.0,0.0,0.0,0.167,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0022401192,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:16.283228
0022401192,1610612765,Detroit,Pistons,DET,pistons,1631204.0,Marcus,Sasser,M. Sasser,marcus-sasser,G,,,43:10,0.223,0.167,0.224,0.056,0.125,0.333,0.273,0.0,0.042,0.031,0.37,0.25,0.286,0.0,0.6,0.063,0.25,0.162,0022401192,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:16.283228
0022401192,1610612765,Detroit,Pistons,DET,pistons,1627736.0,Malik,Beasley,M. Beasley,malik-beasley,,,,19:01,0.333,0.4,0.389,0.636,0.55,0.0,0.0,0.0,0.143,0.091,0.125,0.167,0.2,0.0,0.0,0.167,0.4,0.442,0022401192,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:16.283228
0022401192,1610612765,Detroit,Pistons,DET,pistons,1630194.0,Paul,Reed,P. Reed,paul-reed,,,,22:18,0.137,0.16,0.143,0.0,0.0,0.0,0.0,0.5,0.571,0.545,0.278,0.167,0.0,0.5,0.5,0.375,0.0,0.127,0022401192,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:16.283228
0022401192,1610612765,Detroit,Pistons,DET,pistons,1631323.0,Simone,Fontecchio,S. Fontecchio,simone-fontecchio,,,,19:15,0.245,0.25,0.243,0.333,0.304,0.333,0.167,0.5,0.0,0.214,0.125,0.5,0.0,0.0,0.25,0.167,0.143,0.273,0022401192,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:16.283228
0022401192,1610612765,Detroit,Pistons,DET,pistons,1642450.0,Daniss,Jenkins,D. Jenkins,daniss-jenkins,,,,10:37,0.179,0.1,0.16,0.0,0.154,0.0,0.667,0.0,0.5,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.4,0.083,0022401192,2025-04-13,BoxScoreUsageV3,0,2025-08-10T12:40:16.283228
