SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_id,endpoint,dataframe_index,collection_timestamp
22024,1630174,0022400588,"Jan 18, 2025",IND vs. PHI,W,11,4,5,0.8,2,3,0.667,2,2,1.0,0,2,2,0,0,0,0,0,12,11,1,1630174,PlayerGameLog,0,2025-08-10T12:49:43.080596
22024,1630174,0022400572,"Jan 16, 2025",IND @ DET,W,9,3,4,0.75,2,3,0.667,1,1,1.0,0,1,1,0,0,0,0,1,9,4,1,1630174,PlayerGameLog,0,2025-08-10T12:49:43.080596
22024,1630174,0022400138,"Nov 01, 2024",IND @ NOP,L,10,5,5,1.0,2,2,1.0,0,0,0.0,0,1,1,1,0,0,1,0,12,7,1,1630174,PlayerGameLog,0,2025-08-10T12:49:43.080596
22024,1630174,0022400119,"Oct 30, 2024",IND vs. BOS,W,30,5,9,0.556,2,4,0.5,0,0,0.0,1,7,8,3,0,1,1,6,12,10,1,1630174,PlayerGameLog,0,2025-08-10T12:49:43.080596
22024,1630174,0022400102,"Oct 28, 2024",IND @ ORL,L,31,3,9,0.333,0,1,0.0,4,6,0.667,0,4,4,1,1,0,0,6,10,-10,1,1630174,PlayerGameLog,0,2025-08-10T12:49:43.080596
22024,1630174,0022400097,"Oct 27, 2024",IND vs. PHI,L,28,2,4,0.5,1,1,1.0,5,5,1.0,1,6,7,1,1,0,2,5,10,-1,1,1630174,PlayerGameLog,0,2025-08-10T12:49:43.080596
22024,1630174,0022400081,"Oct 25, 2024",IND @ NYK,L,18,2,5,0.4,0,1,0.0,0,0,0.0,1,1,2,0,0,0,1,3,4,-14,1,1630174,PlayerGameLog,0,2025-08-10T12:49:43.080596
22024,1630174,0022400063,"Oct 23, 2024",IND @ DET,W,19,2,4,0.5,1,2,0.5,2,2,1.0,1,1,2,0,2,1,0,4,7,-1,1,1630174,PlayerGameLog,0,2025-08-10T12:49:43.080596
22024,1630598,0022401196,"Apr 13, 2025",OKC @ NOP,W,37,8,18,0.444,2,6,0.333,10,10,1.0,2,5,7,7,2,0,1,4,28,21,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022401181,"Apr 11, 2025",OKC @ UTA,W,34,14,24,0.583,4,10,0.4,3,4,0.75,0,7,7,2,2,0,3,1,35,17,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022401164,"Apr 09, 2025",OKC @ PHX,W,33,8,16,0.5,1,3,0.333,0,0,0.0,2,3,5,3,1,0,3,2,17,7,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022401153,"Apr 08, 2025",OKC vs. LAL,W,13,1,4,0.25,1,4,0.25,0,0,0.0,0,4,4,2,0,0,1,2,3,8,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
